nct_id,indication,line_of_therapy
NCT04460456,"Colorectal Cancer",1L
NCT04460456,"Colorectal Cancer",2L
NCT04460456,"Colorectal Cancer",3L
NCT04460456,"Endometrial Cancer",1L
NCT04460456,"Endometrial Cancer",2L
NCT04460456,"Endometrial Cancer",3L
NCT04460456,"Gastric Cancer",1L
NCT04460456,"Gastric Cancer",2L
NCT04460456,"Gastric Cancer",3L
NCT04460456,"Gastroesophageal Junction",1L
NCT04460456,"Gastroesophageal Junction",2L
NCT04460456,"Gastroesophageal Junction",3L
NCT04460456,"Gastrointestinal Cancer",1L
NCT04460456,"Gastrointestinal Cancer",2L
NCT04460456,"Gastrointestinal Cancer",3L
NCT04460456,"Head and Neck Cancer",1L
NCT04460456,"Head and Neck Cancer",2L
NCT04460456,"Head and Neck Cancer",3L
NCT04460456,"Non-small Cell Lung Cancer",1L
NCT04460456,"Non-small Cell Lung Cancer",2L
NCT04460456,"Non-small Cell Lung Cancer",3L
NCT04460456,"Solid Tumors",1L
NCT04460456,"Solid Tumors",2L
NCT04460456,"Solid Tumors",3L
NCT04460456,"Triple-Negative Breast Cancer",1L
NCT04460456,"Triple-Negative Breast Cancer",2L
NCT04460456,"Triple-Negative Breast Cancer",3L
NCT04468061,"Breast Cancer",1L
NCT04468061,"Breast Cancer",2L
NCT04468061,"Triple-Negative Breast Cancer",1L
NCT04468061,"Triple-Negative Breast Cancer",2L
NCT04479267,"B-cell Lymphoma",1L
NCT04479267,"Diffuse Large B-cell Lymphoma",1L
NCT04479267,"Hematological Malignancies",1L
NCT04482309,"Biliary Tract Cancer",1L
NCT04482309,"Biliary Tract Cancer",2L
NCT04482309,"Bladder Cancer",1L
NCT04482309,"Bladder Cancer",2L
NCT04482309,"Cervical Cancer",1L
NCT04482309,"Cervical Cancer",2L
NCT04482309,"Endometrial Cancer",1L
NCT04482309,"Endometrial Cancer",2L
NCT04482309,"Ovarian Cancer",1L
NCT04482309,"Ovarian Cancer",2L
NCT04482309,"Pancreatic Cancer",1L
NCT04482309,"Pancreatic Cancer",2L
NCT04482309,"Solid Tumors",1L
NCT04482309,"Solid Tumors",2L
NCT04484142,"Lung Cancer",2L
NCT04484142,"Lung Cancer",3L
NCT04484142,"Lung Cancer",4L
NCT04484142,"Non-small Cell Lung Cancer",2L
NCT04484142,"Non-small Cell Lung Cancer",3L
NCT04484142,"Non-small Cell Lung Cancer",4L
NCT04484623,"Multiple Myeloma",">= 1PL"
NCT04486352,"Endometrial Cancer",2L
NCT04486352,"Endometrial Cancer",3L
NCT04491370,"B-cell Lymphoma",2L
NCT04491370,"Burkitt Lymphoma",2L
NCT04491370,"Diffuse Large B-cell Lymphoma",2L
NCT04491370,"Follicular Lymphoma",2L
NCT04491370,"Hodgkin Lymphoma",2L
NCT04491370,"Mantle Cell Lymphoma",2L
NCT04491370,"Marginal Zone Lymphoma",2L
NCT04491370,"Non-Hodgkin Lymphoma",2L
NCT04492488,"Gastric Cancer",2L
NCT04492488,"Gastric Cancer",3L
NCT04492488,"Gastroesophageal Junction",2L
NCT04492488,"Gastroesophageal Junction",3L
NCT04492488,"Solid Tumors",2L
NCT04492488,"Solid Tumors",3L
NCT04494425,"Breast Cancer",2L
NCT04494425,"Breast Cancer",3L
NCT04494425,"Breast Cancer",4L
NCT04509596,"Breast Cancer",2L
NCT04509596,"Breast Cancer",3L
NCT04513223,"Colorectal Cancer",1L
NCT04513223,"Colorectal Cancer",2L
NCT04513223,"Gastric Cancer",1L
NCT04513223,"Gastric Cancer",2L
NCT04524689,"Non-small Cell Lung Cancer",1L
NCT04526691,"Lung Cancer",2L
NCT04526691,"Non-small Cell Lung Cancer",1L
NCT04526691,"Non-small Cell Lung Cancer",2L
NCT04526691,"Non-small Cell Lung Cancer",3L
NCT04527991,"Bladder Cancer",2L
NCT04538742,"Breast Cancer",1L
NCT04538742,"Breast Cancer",2L
NCT04539938,"Breast Cancer",2L
NCT04539938,"Breast Cancer",3L
NCT04549363,"Multiple Myeloma",">= 1PL"
NCT04553770,"Breast Cancer",Neoadjuvant
NCT04556773,"Breast Cancer",1L
NCT04556773,"Breast Cancer",2L
NCT04556773,"Triple-Negative Breast Cancer",1L
NCT04556773,"Triple-Negative Breast Cancer",2L
NCT04559230,Glioblastoma,1L
NCT04559230,Glioblastoma,2L
NCT04561362,"Bladder Cancer",2L
NCT04561362,"Breast Cancer",2L
NCT04561362,"Esophageal Cancer",2L
NCT04561362,"Gastric Cancer",2L
NCT04561362,"Gastrointestinal Cancer",2L
NCT04561362,"Genitourinary Cancer",2L
NCT04561362,"Lung Cancer",2L
NCT04561362,"Non-small Cell Lung Cancer",2L
NCT04561362,"Ovarian Cancer",2L
NCT04561362,"Pancreatic Cancer",2L
NCT04561362,"Solid Tumors",2L
NCT04561362,"Triple-Negative Breast Cancer",2L
NCT04569032,"Adult T-cell Leukemia-Lymphoma",1L
NCT04569032,"Enteropathy-Associated T-cell Lymphoma",1L
NCT04569032,"Follicular Lymphoma",1L
NCT04569032,"Peripheral T-cell Lymphoma",1L
NCT04569032,"T-cell lymphoma",1L
NCT04578106,"Breast Cancer",Neoadjuvant
NCT04585958,"Endometrial Cancer",1L
NCT04585958,"Endometrial Cancer",2L
NCT04585958,"Solid Tumors",1L
NCT04585958,"Solid Tumors",2L
NCT04587687,"Follicular Lymphoma",2L
NCT04587687,"Follicular Lymphoma",3L
NCT04587687,"Non-Hodgkin Lymphoma",2L
NCT04587687,"Non-Hodgkin Lymphoma",3L
NCT04589845,Neuroblastoma,1L
NCT04589845,Neuroblastoma,2L
NCT04589845,"Solid Tumors",1L
NCT04589845,"Solid Tumors",2L
NCT04591431,"Breast Cancer",1L
NCT04591431,"Breast Cancer",2L
NCT04591431,"Gastrointestinal Cancer",1L
NCT04591431,"Gastrointestinal Cancer",2L
NCT04591431,Glioma,1L
NCT04591431,Glioma,2L
NCT04591431,"Lung Cancer",1L
NCT04591431,"Lung Cancer",2L
NCT04591431,"Non-small Cell Lung Cancer",1L
NCT04591431,"Non-small Cell Lung Cancer",2L
NCT04594798,"B-cell Lymphoma",1L
NCT04594798,"Diffuse Large B-cell Lymphoma",1L
NCT04594798,"Follicular Lymphoma",1L
NCT04595565,"Breast Cancer",Adjuvant
NCT04595565,"Breast Cancer",Neoadjuvant
NCT04595565,"Triple-Negative Breast Cancer",Adjuvant
NCT04596150,"Breast Cancer",1L
NCT04596150,"Breast Cancer",2L
NCT04596150,"Triple-Negative Breast Cancer",1L
NCT04596150,"Triple-Negative Breast Cancer",2L
NCT04609566,"Head and Neck Cancer",2L
NCT04609566,Melanoma,2L
NCT04609566,"Non-small Cell Lung Cancer",2L
NCT04609566,"Solid Tumors",2L
NCT04609566,"Squamous Cell Carcinoma",2L
NCT04610528,"Breast Cancer",1L
NCT04612751,"Lung Cancer",2L
NCT04612751,"Lung Cancer",3L
NCT04612751,"Lung Cancer",4L
NCT04612751,"Non-small Cell Lung Cancer",1L
NCT04612751,"Non-small Cell Lung Cancer",2L
NCT04612751,"Non-small Cell Lung Cancer",3L
NCT04612751,"Non-small Cell Lung Cancer",4L
NCT04617522,"Solid Tumors",1L
NCT04617522,"Solid Tumors",2L
NCT04619004,"Non-small Cell Lung Cancer",2L
NCT04619004,"Non-small Cell Lung Cancer",3L
NCT04620187,"Head and Neck Cancer",Adjuvant
NCT04622319,"Breast Cancer",Adjuvant
NCT04622774,"Colorectal Cancer",2L
NCT04622774,"Colorectal Cancer",3L
NCT04622774,"Gastroesophageal Junction",2L
NCT04622774,"Gastroesophageal Junction",3L
NCT04622774,"Non-small Cell Lung Cancer",2L
NCT04622774,"Non-small Cell Lung Cancer",3L
NCT04622774,"Pancreatic Cancer",2L
NCT04622774,"Pancreatic Cancer",3L
NCT04622774,"Solid Tumors",2L
NCT04622774,"Solid Tumors",3L
NCT04622774,"Triple-Negative Breast Cancer",2L
NCT04622774,"Triple-Negative Breast Cancer",3L
NCT04632992,"Solid Tumors",2L
NCT04639219,"Breast Cancer",2L
NCT04639219,"Breast Cancer",3L
NCT04639219,"Cervical Cancer",2L
NCT04639219,"Cervical Cancer",3L
NCT04639219,"Colorectal Cancer",2L
NCT04639219,"Colorectal Cancer",3L
NCT04639219,"Endometrial Cancer",2L
NCT04639219,"Endometrial Cancer",3L
NCT04639219,"Gastric Cancer",2L
NCT04639219,"Gastric Cancer",3L
NCT04639219,Melanoma,2L
NCT04639219,Melanoma,3L
NCT04639219,"Ovarian Cancer",2L
NCT04639219,"Ovarian Cancer",3L
NCT04639219,"Pancreatic Cancer",2L
NCT04639219,"Pancreatic Cancer",3L
NCT04639219,"Solid Tumors",2L
NCT04639219,"Solid Tumors",3L
NCT04639986,"Breast Cancer",2L
NCT04639986,"Breast Cancer",3L
NCT04643002,"Multiple Myeloma",">= 3PL"
NCT04644068,"Biliary Tract Cancer",1L
NCT04644068,"Biliary Tract Cancer",2L
NCT04644068,"Bladder Cancer",1L
NCT04644068,"Bladder Cancer",2L
NCT04644068,"Breast Cancer",1L
NCT04644068,"Breast Cancer",2L
NCT04644068,"Cervical Cancer",1L
NCT04644068,"Cervical Cancer",2L
NCT04644068,"Colorectal Cancer",1L
NCT04644068,"Colorectal Cancer",2L
NCT04644068,"Endometrial Cancer",1L
NCT04644068,"Endometrial Cancer",2L
NCT04644068,"Gastric Cancer",1L
NCT04644068,"Gastric Cancer",2L
NCT04644068,"Non-small Cell Lung Cancer",1L
NCT04644068,"Non-small Cell Lung Cancer",2L
NCT04644068,"Ovarian Cancer",1L
NCT04644068,"Ovarian Cancer",2L
NCT04644068,"Pancreatic Cancer",1L
NCT04644068,"Pancreatic Cancer",2L
NCT04644068,"Prostate Cancer",1L
NCT04644068,"Prostate Cancer",2L
NCT04644068,"Small Cell Lung Cancer",1L
NCT04644068,"Small Cell Lung Cancer",2L
NCT04644237,"Non-small Cell Lung Cancer",2L
NCT04644237,"Non-small Cell Lung Cancer",3L
NCT04647916,"Breast Cancer",2L
NCT04656652,"Non-small Cell Lung Cancer",2L
NCT04656652,"Non-small Cell Lung Cancer",3L
NCT04659044,"Follicular Lymphoma",2L
NCT04659044,"Follicular Lymphoma",3L
NCT04659044,"Follicular Lymphoma",4L
NCT04659044,"Mantle Cell Lymphoma",2L
NCT04659044,"Mantle Cell Lymphoma",3L
NCT04659044,"Mantle Cell Lymphoma",4L
NCT04659044,"Marginal Zone Lymphoma",2L
NCT04659044,"Marginal Zone Lymphoma",3L
NCT04659044,"Marginal Zone Lymphoma",4L
NCT04659044,"Non-Hodgkin Lymphoma",2L
NCT04659044,"Non-Hodgkin Lymphoma",3L
NCT04659044,"Non-Hodgkin Lymphoma",4L
NCT04659044,"Small Lymphocytic Lymphoma",2L
NCT04659044,"Small Lymphocytic Lymphoma",3L
NCT04659044,"Small Lymphocytic Lymphoma",4L
NCT04659603,"Breast Cancer",2L
NCT04659603,"Breast Cancer",3L
NCT04659603,"Pancreatic Cancer",2L
NCT04659603,"Pancreatic Cancer",3L
NCT04659603,"Triple-Negative Breast Cancer",2L
NCT04659603,"Triple-Negative Breast Cancer",3L
NCT04662580,"Prostate Cancer",3L
NCT04662580,"Solid Tumors",2L
NCT04665765,"B-cell Lymphoma",2L
NCT04665765,"Diffuse Large B-cell Lymphoma",2L
NCT04665765,"Non-Hodgkin Lymphoma",2L
NCT04665765,"Primary Mediastinal B-cell Lymphoma",2L
NCT04665921,"Appendix Cancer",1L
NCT04665921,"Appendix Cancer",2L
NCT04665921,"Breast Cancer",1L
NCT04665921,"Breast Cancer",2L
NCT04665921,"Cervical Cancer",1L
NCT04665921,"Cervical Cancer",2L
NCT04665921,"Colorectal Cancer",1L
NCT04665921,"Colorectal Cancer",2L
NCT04665921,"Endometrial Cancer",1L
NCT04665921,"Endometrial Cancer",2L
NCT04665921,"Esophageal Cancer",1L
NCT04665921,"Esophageal Cancer",2L
NCT04665921,"Gastric Cancer",1L
NCT04665921,"Gastric Cancer",2L
NCT04665921,"Gastroesophageal Junction",1L
NCT04665921,"Gastroesophageal Junction",2L
NCT04665921,"Non-small Cell Lung Cancer",1L
NCT04665921,"Non-small Cell Lung Cancer",2L
NCT04665921,"Ovarian Cancer",1L
NCT04665921,"Ovarian Cancer",2L
NCT04665921,"Pancreatic Cancer",1L
NCT04665921,"Pancreatic Cancer",2L
NCT04665921,"Solid Tumors",1L
NCT04665921,"Solid Tumors",2L
NCT04665921,"Uterine Cancer",1L
NCT04665921,"Uterine Cancer",2L
NCT04676360,"B-cell Lymphoma",2L
NCT04676477,"Non-small Cell Lung Cancer",1L
NCT04676477,"Non-small Cell Lung Cancer",2L
NCT04681131,"Non-small Cell Lung Cancer",2L
NCT04685616,"Classical Hodgkin Lymphoma",1L
NCT04685616,"Hodgkin Lymphoma",1L
NCT04686305,"Non-small Cell Lung Cancer",1L
NCT04686305,"Non-small Cell Lung Cancer",2L
NCT04697628,"Cervical Cancer",2L
NCT04697628,"Cervical Cancer",3L
NCT04699630,"Breast Cancer",2L
NCT04699630,"Breast Cancer",3L
NCT04699630,"Breast Cancer",4L
NCT04699630,"Triple-Negative Breast Cancer",2L
NCT04699630,"Triple-Negative Breast Cancer",3L
NCT04699630,"Triple-Negative Breast Cancer",4L
NCT04700124,"Bladder Cancer",Adjuvant
NCT04700124,"Bladder Cancer",Neoadjuvant
NCT04704661,"Breast Cancer",1L
NCT04704661,"Breast Cancer",2L
NCT04704661,"Colorectal Cancer",1L
NCT04704661,"Colorectal Cancer",2L
NCT04704661,"Endometrial Cancer",1L
NCT04704661,"Endometrial Cancer",2L
NCT04704661,"Gastric Cancer",1L
NCT04704661,"Gastric Cancer",2L
NCT04704661,"Gastroesophageal Junction",1L
NCT04704661,"Gastroesophageal Junction",2L
NCT04704661,"Head and Neck Cancer",1L
NCT04704661,"Head and Neck Cancer",2L
NCT04704661,"Solid Tumors",1L
NCT04704661,"Solid Tumors",2L
NCT04704934,"Gastric Cancer",2L
NCT04704934,"Gastroesophageal Junction",2L
NCT04707248,"Ovarian Cancer",1L
NCT04707248,"Renal Cell Carcinoma",1L
NCT04714190,"Gastric Cancer",3L
NCT04721977,"Breast Cancer",2L
NCT04724018,"Bladder Cancer",2L
NCT04733118,"Breast Cancer",Adjuvant
NCT04733118,"Breast Cancer",Neoadjuvant
NCT04739761,"Breast Cancer",2L
NCT04739761,"Breast Cancer",3L
NCT04739813,"B-cell Lymphoma",2L
NCT04739813,"Burkitt Lymphoma",2L
NCT04739813,"Chronic Lymphocytic Leukemia",2L
NCT04739813,"Diffuse Large B-cell Lymphoma",2L
NCT04739813,"Non-Hodgkin Lymphoma",2L
NCT04739813,"Small Lymphocytic Lymphoma",2L
NCT04740398,"Cervical Cancer",1L
NCT04740398,"Cervical Cancer",2L
NCT04740398,"Cervical Cancer",3L
NCT04740398,"Colorectal Cancer",1L
NCT04740398,"Colorectal Cancer",2L
NCT04740398,"Colorectal Cancer",3L
NCT04740398,"Solid Tumors",1L
NCT04740398,"Solid Tumors",2L
NCT04740398,"Solid Tumors",3L
NCT04740398,"Triple-Negative Breast Cancer",1L
NCT04740398,"Triple-Negative Breast Cancer",2L
NCT04740398,"Triple-Negative Breast Cancer",3L
NCT04740918,"Breast Cancer",1L
NCT04740918,"Breast Cancer",2L
NCT04740918,"Breast Cancer",3L
NCT04742153,"Breast Cancer",2L
NCT04744831,"Colorectal Cancer",3L
NCT04745949,"B-cell Lymphoma",1L
NCT04745949,"Primary Mediastinal B-cell Lymphoma",1L
NCT04747912,"Acute Lymphocytic Leukemia",1L
NCT04754191,"Prostate Cancer",1L
NCT04754191,"Prostate Cancer",2L
NCT04778579,"Acute Lymphocytic Leukemia",1L
NCT04784715,"Breast Cancer",1L
NCT04784715,"Breast Cancer",2L
NCT04790903,"Diffuse Large B-cell Lymphoma",1L
NCT04793919,"Acute Promyelocytic Leukemia",1L
NCT04795869,"Anaplastic Large Cell Lymphoma",1L
NCT04795869,"Enteropathy-Associated T-cell Lymphoma",1L
NCT04795869,"Follicular Lymphoma",1L
NCT04795869,"Peripheral T-cell Lymphoma",1L
NCT04795869,"T-cell lymphoma",1L
NCT04802356,"Multiple Myeloma",Maintenance
NCT04802356,"Multiple Myeloma","NDMM – Transplant Eligible (TE)"
NCT04802356,"Multiple Myeloma","NDMM – Transplant Eligible (TE) Maintenance"
NCT04802356,"Multiple Myeloma","Newly Diagnosed"
NCT04805307,"Gastric Cancer",2L
NCT04805307,"Gastroesophageal Junction",2L
NCT04805307,"Pancreatic Cancer",2L
NCT04805307,"Solid Tumors",2L
NCT04808037,"Multiple Myeloma","NDMM – Transplant Ineligible (TIE)"
NCT04808037,"Multiple Myeloma","NDMM – Transplant Not Intended (TNI)"
NCT04808037,"Multiple Myeloma","Newly Diagnosed"
NCT04818333,"Non-small Cell Lung Cancer",2L
NCT04822337,"Multiple Myeloma",1-3PL
NCT04822337,"Multiple Myeloma","Newly Diagnosed"
NCT04826107,"Gastric Cancer",2L
NCT04826107,"Gastric Cancer",3L
NCT04826341,"Neuroendocrine Tumor",1L
NCT04826341,"Neuroendocrine Tumor",2L
NCT04826341,"Small Cell Lung Cancer",1L
NCT04826341,"Small Cell Lung Cancer",2L
NCT04826341,"Solid Tumors",1L
NCT04826341,"Solid Tumors",2L
NCT04828616,"Ovarian Cancer",2L
NCT04828616,"Peritoneal Cancer",2L
NCT04829604,"Breast Cancer",2L
NCT04833114,"B-cell Lymphoma",2L
NCT04833114,"Diffuse Large B-cell Lymphoma",2L
NCT04833114,"Non-Hodgkin Lymphoma",2L
NCT04833114,Thrombocytopenia,2L
NCT04837508,"Biliary Tract Cancer",2L
NCT04837508,"Biliary Tract Cancer",3L
NCT04838548,"Non-small Cell Lung Cancer",3L
NCT04838964,"Biliary Tract Cancer",2L
NCT04839510,"Bladder Cancer",2L
NCT04839510,"Bladder Cancer",3L
NCT04843709,"Solid Tumors",2L
NCT04844866,"B-cell Lymphoma",2L
NCT04844866,"Diffuse Large B-cell Lymphoma",2L
NCT04844866,"Follicular Lymphoma",2L
NCT04844866,"Hematological Malignancies",2L
NCT04844866,"Marginal Zone Lymphoma",2L
NCT04844866,"Non-Hodgkin Lymphoma",2L
NCT04849910,"Acute Myeloid Leukemia",2L
NCT04863885,"Bladder Cancer",1L
NCT04868162,"Head and Neck Cancer",2L
NCT04873362,"Breast Cancer",Adjuvant
NCT04876248,"Multiple Myeloma","NDMM – Transplant Eligible (TE)"
NCT04876248,"Multiple Myeloma","Newly Diagnosed"
NCT04878029,"Bladder Cancer",2L
NCT04878029,"Bladder Cancer",3L
NCT04879043,"Multiple Myeloma",">= 2PL"
NCT04879329,"Bladder Cancer",2L
NCT04884035,"B-cell Lymphoma",1L
NCT04884035,"B-cell Lymphoma","Newly Diagnosed"
NCT04887870,"Solid Tumors",2L
NCT04892264,"Multiple Myeloma",">= 1PL"
NCT04892264,"Multiple Myeloma","Newly Diagnosed"
NCT04892342,"Bladder Cancer",1L
NCT04892342,"Bladder Cancer",2L
NCT04892342,"Breast Cancer",1L
NCT04892342,"Breast Cancer",2L
NCT04892342,"Cervical Cancer",1L
NCT04892342,"Cervical Cancer",2L
NCT04892342,"Colorectal Cancer",1L
NCT04892342,"Colorectal Cancer",2L
NCT04892342,"Endometrial Cancer",1L
NCT04892342,"Endometrial Cancer",2L
NCT04892342,"Esophageal Cancer",1L
NCT04892342,"Esophageal Cancer",2L
NCT04892342,"Gastric Cancer",1L
NCT04892342,"Gastric Cancer",2L
NCT04892342,Glioblastoma,1L
NCT04892342,Glioblastoma,2L
NCT04892342,"Head and Neck Cancer",1L
NCT04892342,"Head and Neck Cancer",2L
NCT04892342,"Hepatocellular Carcinoma",1L
NCT04892342,"Hepatocellular Carcinoma",2L
NCT04892342,"Lung Cancer",1L
NCT04892342,"Lung Cancer",2L
NCT04892342,"Non-small Cell Lung Cancer",1L
NCT04892342,"Non-small Cell Lung Cancer",2L
NCT04892342,"Ovarian Cancer",1L
NCT04892342,"Ovarian Cancer",2L
NCT04892342,"Pancreatic Cancer",1L
NCT04892342,"Pancreatic Cancer",2L
NCT04892342,"Prostate Cancer",1L
NCT04892342,"Prostate Cancer",2L
NCT04892342,"Renal Cell Carcinoma",1L
NCT04892342,"Renal Cell Carcinoma",2L
NCT04892342,"Small Cell Lung Cancer",1L
NCT04892342,"Small Cell Lung Cancer",2L
NCT04892342,"Solid Tumors",1L
NCT04892342,"Solid Tumors",2L
NCT04892342,"Triple-Negative Breast Cancer",1L
NCT04892342,"Triple-Negative Breast Cancer",2L
NCT04893109,"Breast Cancer",Adjuvant
NCT04896658,"Multiple Myeloma",">= 3PL"
NCT04907968,"Ovarian Cancer",2L
NCT04907968,"Peritoneal Cancer",2L
NCT04913103,"Mantle Cell Lymphoma",2L
NCT04914741,"B-cell Lymphoma",1L
NCT04914741,"B-cell Lymphoma",2L
NCT04914741,"Diffuse Large B-cell Lymphoma",1L
NCT04914741,"Diffuse Large B-cell Lymphoma",2L
NCT04915612,"Acute Myeloid Leukemia",1L
NCT04915612,"Acute Myeloid Leukemia",2L
NCT04915612,"Myelodysplastic Syndrome",1L
NCT04915612,"Myelodysplastic Syndrome",2L
NCT04918186,"Ovarian Cancer",2L
NCT04918186,"Ovarian Cancer",3L
NCT04918186,"Ovarian Cancer",4L
NCT04918186,Thrombocytopenia,2L
NCT04918186,Thrombocytopenia,3L
NCT04918186,Thrombocytopenia,4L
NCT04924699,"Breast Cancer",1L
NCT04924699,"Breast Cancer",2L
NCT04925284,"Bladder Cancer",2L
NCT04925284,"Breast Cancer",1L
NCT04925284,"Cervical Cancer",1L
NCT04925284,"Cervical Cancer",2L
NCT04925284,"Endometrial Cancer",1L
NCT04925284,"Esophageal Cancer",1L
NCT04925284,"Fallopian tube Cancer",1L
NCT04925284,"Fallopian tube Cancer",2L
NCT04925284,"Head and Neck Cancer",1L
NCT04925284,"Head and Neck Cancer",2L
NCT04925284,"Non-small Cell Lung Cancer",1L
NCT04925284,"Non-small Cell Lung Cancer",2L
NCT04925284,"Ovarian Cancer",1L
NCT04925284,"Ovarian Cancer",2L
NCT04925284,"Pancreatic Cancer",1L
NCT04925284,"Pancreatic Cancer",2L
NCT04925284,"Peritoneal Cancer",1L
NCT04925284,"Peritoneal Cancer",2L
NCT04925284,"Prostate Cancer",1L
NCT04925284,"Solid Tumors",1L
NCT04925284,"Solid Tumors",2L
NCT04925284,"Triple-Negative Breast Cancer",1L
NCT04925284,"Uterine Cancer",1L
NCT04928612,"Lung Cancer",1L
NCT04928612,"Prostate Cancer",1L
NCT04928612,"Renal Cell Carcinoma",1L
NCT04928612,"Solid Tumors",1L
NCT04928846,"Non-small Cell Lung Cancer",2L
NCT04931342,"Fallopian tube Cancer",2L
NCT04931342,"Fallopian tube Cancer",3L
NCT04931342,"Fallopian tube Cancer",4L
NCT04931342,"Ovarian Cancer",2L
NCT04931342,"Ovarian Cancer",3L
NCT04931342,"Ovarian Cancer",4L
NCT04940325,"Lung Cancer",1L
NCT04940325,"Non-small Cell Lung Cancer",2L
NCT04940325,"Non-small Cell Lung Cancer",3L
NCT04940325,"Non-small Cell Lung Cancer",4L
NCT04941339,"Solid Tumors",1L
NCT04941339,"Solid Tumors",2L
NCT04958785,"Breast Cancer",1L
NCT04958785,"Breast Cancer",2L
NCT04958785,"Breast Cancer",3L
NCT04958785,"Triple-Negative Breast Cancer",1L
NCT04958785,"Triple-Negative Breast Cancer",2L
NCT04958785,"Triple-Negative Breast Cancer",3L
NCT04960709,"Bladder Cancer",Adjuvant
NCT04960709,"Bladder Cancer",Neoadjuvant
NCT04963153,"Bladder Cancer",2L
NCT04963153,"Urethral Cancer",2L
NCT04965519,"Cervical Cancer",2L
NCT04965519,"Endometrial Cancer",2L
NCT04965519,"Fallopian tube Cancer",1L
NCT04965519,"Fallopian tube Cancer",2L
NCT04965519,"Peritoneal Cancer",1L
NCT04965519,"Peritoneal Cancer",2L
NCT04965519,"Vaginal Cancer",1L
NCT04965519,"Vaginal Cancer",2L
NCT04965519,"Vulvar Cancer",1L
NCT04965519,"Vulvar Cancer",2L
NCT04965766,"Breast Cancer",2L
NCT04965766,"Breast Cancer",3L
NCT04970901,"B-cell Lymphoma",2L
NCT04970901,"Burkitt Lymphoma",2L
NCT04970901,"Diffuse Large B-cell Lymphoma",2L
NCT04970901,"Follicular Lymphoma",2L
NCT04970901,"Mantle Cell Lymphoma",2L
NCT04970901,"Marginal Zone Lymphoma",2L
NCT04970901,"Non-Hodgkin Lymphoma",2L
NCT04972981,"Biliary Tract Cancer",2L
NCT04972981,"Fallopian tube Cancer",2L
NCT04972981,"Ovarian Cancer",2L
NCT04972981,"Prostate Cancer",2L
NCT04972981,"Renal Cell Carcinoma",2L
NCT04972981,"Solid Tumors",2L
NCT04972981,"Triple-Negative Breast Cancer",2L
NCT04982224,"Non-small Cell Lung Cancer",1L
NCT04983121,"Breast Cancer",Neoadjuvant
NCT04986579,"Breast Cancer",2L
NCT04989816,"Gastric Cancer",3L
NCT04989816,"Gastric Cancer",4L
NCT04989816,"Gastroesophageal Junction",3L
NCT04989816,"Gastroesophageal Junction",4L
NCT04995419,"Bladder Cancer",2L
NCT04998669,"Follicular Lymphoma",2L
NCT04998669,"Follicular Lymphoma",3L
NCT04998669,"Follicular Lymphoma",4L
NCT05001282,"Biliary Tract Cancer",2L
NCT05001282,"Biliary Tract Cancer",3L
NCT05001282,"Biliary Tract Cancer",4L
NCT05001282,"Breast Cancer",2L
NCT05001282,"Breast Cancer",3L
NCT05001282,"Breast Cancer",4L
NCT05001282,"Colorectal Cancer",2L
NCT05001282,"Colorectal Cancer",3L
NCT05001282,"Colorectal Cancer",4L
NCT05001282,"Endometrial Cancer",2L
NCT05001282,"Endometrial Cancer",3L
NCT05001282,"Endometrial Cancer",4L
NCT05001282,"Esophageal Cancer",2L
NCT05001282,"Esophageal Cancer",3L
NCT05001282,"Esophageal Cancer",4L
NCT05001282,"Fallopian tube Cancer",2L
NCT05001282,"Fallopian tube Cancer",3L
NCT05001282,"Fallopian tube Cancer",4L
NCT05001282,"Gastric Cancer",2L
NCT05001282,"Gastric Cancer",3L
NCT05001282,"Gastric Cancer",4L
NCT05001282,"Gastroesophageal Junction",2L
NCT05001282,"Gastroesophageal Junction",3L
NCT05001282,"Gastroesophageal Junction",4L
NCT05001282,"Non-small Cell Lung Cancer",2L
NCT05001282,"Non-small Cell Lung Cancer",3L
NCT05001282,"Non-small Cell Lung Cancer",4L
NCT05001282,"Ovarian Cancer",2L
NCT05001282,"Ovarian Cancer",3L
NCT05001282,"Ovarian Cancer",4L
NCT05001282,"Peritoneal Cancer",2L
NCT05001282,"Peritoneal Cancer",3L
NCT05001282,"Peritoneal Cancer",4L
NCT05001282,"Solid Tumors",2L
NCT05001282,"Solid Tumors",3L
NCT05001282,"Solid Tumors",4L
NCT05001282,"Triple-Negative Breast Cancer",2L
NCT05001282,"Triple-Negative Breast Cancer",3L
NCT05001282,"Triple-Negative Breast Cancer",4L
NCT05001516,"Biliary Tract Cancer",1L
NCT05001516,"Biliary Tract Cancer",2L
NCT05001516,"Colorectal Cancer",1L
NCT05001516,"Colorectal Cancer",2L
NCT05001516,"Gastric Cancer",1L
NCT05001516,"Gastric Cancer",2L
NCT05001516,"Ovarian Cancer",1L
NCT05001516,"Ovarian Cancer",2L
NCT05001516,"Pancreatic Cancer",1L
NCT05001516,"Pancreatic Cancer",2L
NCT05001516,"Solid Tumors",1L
NCT05001516,"Solid Tumors",2L
NCT05002816,"Multiple Myeloma",">= 3PL"
NCT05006664,"Adult T-cell Leukemia-Lymphoma",1L
NCT05006664,"Anaplastic Large Cell Lymphoma",1L
NCT05006664,"Enteropathy-Associated T-cell Lymphoma",1L
NCT05006664,"Follicular Lymphoma",1L
