nct_id,url,first_received_date,last_posted_date,acronym,brief_title,brief_summary,official_title,allocation,number_of_arms,trial_freshness,enrollment,trial_stage,sites,pipeline_phase,trial_status,overall_status,start_date,primary_completion_date,completion_date,sponsor_type
NCT04527991,https://www.clinicaltrials.gov/study/NCT04527991,"2020-08-27 00:00:00","2023-06-22 00:00:00",TROPiCS-04,"Study of Sacituzumab Govitecan-hziy (IMMU-132) Versus Treatment of Physicians Choice in Participants With Metastatic or Locally Advanced Unresectable Urothelial Cancer","The primary objective of this study is to assess overall survival (OS) with sacituzumab      govitecan-hziy in comparison with treatment of physicians choice (TPC) in participants with      metastatic or locally advanced unresectable urothelial cancer (UC).","A Randomized Open-Label Phase III Study of Sacituzumab Govitecan Versus Treatment of Physicians Choice in Subjects With Metastatic or Locally Advanced Unresectable Urothelial Cancer",Randomized,2,NULL,696,Registrational,234,"Phase 3",Closed,"Active, not recruiting","2021-01-13 00:00:00","2024-08-01 00:00:00","2024-08-01 00:00:00",Industry
NCT04538742,https://www.clinicaltrials.gov/study/NCT04538742,"2020-09-04 00:00:00","2023-09-06 00:00:00",DESTINY-Breast07,"A Phase 1b/2 Study of T-DXd Combinations in HER2-positive Metastatic Breast Cancer","DESTINY-Breast07 will investigate the safety, tolerability, and anti-tumour activity of      trastuzumab deruxtecan (T-DXd) in combination with other anti-cancer agents in patients with      HER2-positive Metastatic Breast Cancer","A Phase 1b/2 Multicentre, Open-label, Modular, Dose-finding and Dose-expansion Study to Explore the Safety, Tolerability, and Anti-tumour Activity of Trastuzumab Deruxtecan (T-DXd) in Combination With Other Anti-cancer Agents in Patients With HER2-positive Metastatic Breast Cancer (DESTINY-Breast07)",Randomized,8,"Recently updated",245,Registrational,72,"Phase 2",Closed,"Active, not recruiting","2020-12-28 00:00:00","2025-01-31 00:00:00","2025-07-02 00:00:00",Industry
NCT04539938,https://www.clinicaltrials.gov/study/NCT04539938,"2020-09-07 00:00:00","2023-08-08 00:00:00",HER2CLIMB-04,"A Study of Tucatinib Plus Trastuzumab Deruxtecan in HER2+ Breast Cancer","This trial studies how well the drug tucatinib works when given with trastuzumab deruxtecan      (T-DXd). It will also look at what side effects happen when these drugs are given together. A      side effect is anything a drug does besides treating cancer.      Participants in this trial have HER2-positive (HER2+) breast cancer that has either spread to      other parts of the body (metastatic) or cannot be removed completely with surgery      (unresectable). All participants will get both tucatinib and T-DXd.","A Single Arm, Open Label Phase 2 Study of Tucatinib in Combination With Trastuzumab Deruxtecan in Subjects With Previously Treated Unresectable Locally-Advanced or Metastatic HER2+ Breast Cancer",N/A,1,"Recently updated",70,NULL,33,"Phase 2",Closed,"Active, not recruiting","2020-12-01 00:00:00","2024-01-31 00:00:00","2025-10-31 00:00:00",Industry
NCT04549363,https://www.clinicaltrials.gov/study/NCT04549363,"2020-09-16 00:00:00","2022-12-12 00:00:00",NULL,"Characterization of Corneal Epithelial Changes in Participants Treated With Belantamab Mafodotin","This study will be available to any participant who has received or is currently receiving      belantamab mafodotin treatment through either a clinical trial, an access program, or a      physician prescription. Participants do not need to be on active treatment. The purpose of      this study is to gain a more complete understanding of the pathophysiology of the corneal      events seen in some participants with relapsed/refractory multiple myeloma (RRMM) treated      with belantamab mafodotin. A superficial corneal epithelial tissue specimen will be obtained      by performing impression cytology (IC) or superficial keratectomy (SK) procedure in      participants treated with belantamab mafodotin. The procedure will only be performed in one      eye, most affected by the corneal epithelial changes. This specimen will undergo pathologic      examination and composition analysis. Study duration will be approximately 4 months.      Approximately 25 participants will be enrolled in the study.","Characterization of Corneal Epithelial Changes in Participants Treated With Belantamab Mafodotin (GSK2857916)",Non-Randomized,2,NULL,25,NULL,6,"Phase 3",Open,Recruiting,"2021-05-13 00:00:00","2023-06-16 00:00:00","2023-06-16 00:00:00",Industry
NCT04553770,https://www.clinicaltrials.gov/study/NCT04553770,"2020-09-17 00:00:00","2022-09-21 00:00:00","TRIO-US B-12 TALENT","Trastuzumab Deruxtecan Alone or in Combination With Anastrozole for the Treatment of Early Stage HER2 Low, Hormone Receptor Positive Breast Cancer","This phase II trial investigates how well trastuzumab deruxtecan works alone or in      combination with anastrozole in treating patients with HER2 low, hormone receptor positive      breast cancer. Trastuzumab deruxtecan is a monoclonal antibody, called trastuzumab, linked to      a chemotherapy drug called deruxtecan. Trastuzumab attaches to HER2 expressed at low levels      on cancer cells in a targeted way and delivers deruxtecan to kill them. Anastrozole works by      decreasing estrogen production and suppressing the growth of tumors that need estrogen to      grow. This study is evaluating how effective trastuzumab deruxtecan is at treating hormone      receptor positive cancer cells that have low levels of HER2 expressed on them when given      alone or in combination with anastrozole.","A Phase II, Multicenter, Open-Label Trial to Evaluate the Safety and Efficacy of Trastuzumab Deruxtecan (DS-8201a) With or Without Anastrozole for HER2 Low Hormone Receptor Positive (HR+) Breast Cancer in the Neoadjuvant Setting",Randomized,2,NULL,88,NULL,9,"Phase 2",Open,Recruiting,"2020-10-09 00:00:00","2025-09-30 00:00:00","2025-09-30 00:00:00",Industry
NCT04556773,https://www.clinicaltrials.gov/study/NCT04556773,"2020-09-21 00:00:00","2023-06-22 00:00:00",DESTINY-Breast08,"A Phase 1b Study of T-DXd Combinations in HER2-low Advanced or Metastatic Breast Cancer","DESTINY-Breast 08 will investigate the safety, tolerability, PK and preliminary anti-tumour      activity of T-DXd in combination with other therapies in patients with Metastatic HER2-low      Advanced or Metastatic Breast Cancer","A Phase 1b Multicentre, Open-label, Modular, Dose-finding and Dose-expansion Study to Explore the Safety, Tolerability, Pharmacokinetics and Anti-tumour Activity of Trastuzumab Deruxtecan (T-DXd) in Combination With Other Anti-cancer Agents in Patients With Metastatic HER2-low Breast Cancer (DESTINY-Breast08)",Non-Randomized,5,NULL,139,Registrational,37,"Phase 1",Closed,"Active, not recruiting","2020-12-17 00:00:00","2023-08-16 00:00:00","2025-11-28 00:00:00",Industry
NCT04559230,https://www.clinicaltrials.gov/study/NCT04559230,"2020-09-22 00:00:00","2023-04-06 00:00:00",NULL,"Sacituzumab Govitecan in Recurrent Glioblastoma","This is an open-label single arm study. All patients will receive the investigational agent.","A Phase II, Multicenter, Prospective Study of Sacituzumab Govitecan in Recurrent Glioblastoma",N/A,1,NULL,40,NULL,3,"Phase 2",Open,Recruiting,"2022-01-06 00:00:00","2024-02-01 00:00:00","2025-02-01 00:00:00",Non-industry
NCT04561206,https://www.clinicaltrials.gov/study/NCT04561206,"2020-09-23 00:00:00","2023-02-21 00:00:00",NULL,"Brentuximab Vedotin and Nivolumab for the Treatment of Patients With Relapsed Classical Hodgkin Lymphoma","This phase II trial investigates how well brentuximab vedotin and nivolumab work in treating      patients with classical Hodgkin lymphoma that has come back (relapsed). Brentuximab vedotin      is a monoclonal antibody, brentuximab, linked to a toxic agent called vedotin. Brentuximab      attaches to CD30 positive cancer cells in a targeted way and delivers vedotin to kill them.      Nivolumab is an antibody that enhances the immune system to better fight Hodgkin lymphoma      cells. Giving brentuximab vedotin and nivolumab may be able to defer stem cell transplant      treatment and spare the considerable cost and toxicity on transplantation.","A Phase 2 Study of Brentuximab Vedotin Plus Nivolumab Without Stem Cell Consolidation in Patients With Relapsed Classical Hodgkin Lymphoma",N/A,1,NULL,31,NULL,1,"Phase 2",Open,Recruiting,"2021-11-12 00:00:00","2024-10-02 00:00:00","2024-10-02 00:00:00",Non-industry
NCT04561362,https://www.clinicaltrials.gov/study/NCT04561362,"2020-09-23 00:00:00","2022-11-28 00:00:00",NULL,"Study BT8009-100 in Subjects With Nectin-4 Expressing Advanced Solid Tumor Malignancies","This clinical trial is evaluating a drug called BT8009 alone and in combination with      pembrolizumab in participants with advanced solid tumors associated with Nectin-4 expression      or in participants with advanced solid tumor malignancies having renal insufficiency.      The main goals of this study are to:        -  Find the recommended dose of BT8009 that can be given safely to participants alone and           in combination with pembrolizumab        -  Learn more about the side effects and effectiveness of BT8009 alone and in combination           with pembrolizumab        -  Learn more about BT8009 alone and in combination with pembrolizumab        -  Learn more about BT8009 alone in patients with renal insufficiency","Phase I/II Study of the Safety, Pharmacokinetics, and Preliminary Clinical Activity of BT8009 in Patients With Nectin-4 Expressing Advanced Malignancies",Non-Randomized,10,NULL,329,Registrational,21,"Phase 2",Open,Recruiting,"2020-07-17 00:00:00","2025-12-01 00:00:00","2025-12-01 00:00:00",Non-industry
NCT04569032,https://www.clinicaltrials.gov/study/NCT04569032,"2020-09-29 00:00:00","2023-08-08 00:00:00",NULL,"A Study of Brentuximab Vedotin and CHP in Frontline Treatment of PTCL With Less Than 10% CD30 Expression","This clinical trial will study brentuximab vedotin with CHP to find out if the drugs work for      people who have certain types of peripheral T-cell lymphoma (PTCL). It will also find out      what side effects occur when brentuximab vedotin and CHP are used together. A side effect is      anything the drugs do besides treating cancer. CHP is a type of chemotherapy that uses three      drugs (cyclophosphamide, doxorubicin, and prednisone). CHP is approved by the FDA to treat      certain types of PTCL.","A Dual-cohort, Open-label, Phase 2 Study of Brentuximab Vedotin and CHP (A+CHP) in the Frontline Treatment of Subjects With Peripheral T-cell Lymphoma (PTCL) With Less Than 10% CD30 Expression",Non-Randomized,2,"Recently updated",80,NULL,49,"Phase 2",Open,Recruiting,"2020-11-12 00:00:00","2023-12-31 00:00:00","2023-12-31 00:00:00",Industry
NCT04578106,https://www.clinicaltrials.gov/study/NCT04578106,"2020-10-08 00:00:00","2022-01-25 00:00:00",ELPIS,"Omission of Surgery in Clinically Low-risk HER2positive Breast Cancer With High HER2 Addiction and a Complete Response Following Standard Anti-HER2-based Neoadjuvant Therapy","This is a prospective, single arm, open-label, unicenter, exploratory study in women with      primary operable HER2-positive, HER2-enriched/ERBB2-high breast cancer according to PAM50      intrinsic subtype and a ERBB2 pre-defined cutoff (high vs low ERBB2 expression), to evaluate      the omission of surgery and sentinel lymph node dissection in patients with HER2-E and ERBB2      high breast cancer who achieving a complete response following standard anti-HER2-based      neoadjuvant therapy with paclitaxel/trastuzumab/pertuzumab. The primary trial objective is to      estimate the loco-regional invasive disease-free survival at 3-year of patients who achieve a      complete response based on imaging (i.e. Magnetic resonance imaging) and a      stereotactic-guided vacuum-assisted breast biopsy, and omit loco-regional surgery.","Omission of Surgery and Sentinel Lymph Node Dissection in Clinically Low-risk HER2positive Breast Cancer With High HER2 Addiction and a Complete Response Following Standard Anti-HER2-based Neoadjuvant Therapy",Non-Randomized,2,NULL,17,NULL,1,"Phase 2",Open,Recruiting,"2020-09-23 00:00:00","2023-12-01 00:00:00","2026-12-01 00:00:00",Industry
NCT04585958,https://www.clinicaltrials.gov/study/NCT04585958,"2020-10-14 00:00:00","2023-09-05 00:00:00",NULL,"Testing the Combination of DS-8201a and Olaparib in HER2-Expressing Cancers With Expansion in Patients With Endometrial Cancer","This phase I trial identifies the side effects and best dose of DS-8201a and olaparib in      treating patients with HER2-expressing cancers that have spread to other places in the body      or cannot be removed by surgery or endometrial cancer. Olaparib is a drug that blocks an      enzyme involved in many cell functions, including the repair of deoxyribonucleic acid (DNA)      damage. Blocking this enzyme may help keep tumor cells from repairing their damaged DNA,      causing them to die. DS-8201a is an antibody-drug conjugate. This agent has two components:      an antibody component and a chemotherapy component. The antibody component is attached to the      chemotherapy molecules. Upon administration of DS-8201a, the antibody targets and binds to      tumor cells that have abundant HER2 (human-epidermal growth factor receptor 2), which is a      protein on the surface of some tumor cells. The chemotherapy then enters the cells and blocks      DNA replication in the tumor cells with abundant HER2, causing them to die. Giving DS-8201a      and olaparib may shrink or stabilize the cancer.","A Phase I Study of DS-8201a in Combination With Olaparib in HER2-Expressing Malignancies",N/A,1,"Recently updated",55,NULL,4,"Phase 1",Open,Recruiting,"2021-05-21 00:00:00","2024-06-30 00:00:00","2024-06-30 00:00:00",Non-industry
NCT04587687,https://www.clinicaltrials.gov/study/NCT04587687,"2020-10-14 00:00:00","2023-04-10 00:00:00",NULL,"Brentuximab Vedotin and Bendamustine for the Treatment of Relapsed or Refractory Follicular Lymphoma","This phase II trial investigates how well brentuximab vedotin and bendamustine work in      treating patients with follicular lymphoma that has come back (relapsed) or does not respond      to treatment (refractory). Brentuximab vedotin is a monoclonal antibody, brentuximab, linked      to a toxic agent called vedotin. Brentuximab attaches to CD30 positive cancer cells in a      targeted way and delivers vedotin to kill them. Chemotherapy drugs, such as bendamustine,      work in different ways to stop the growth of cancer cells, either by killing the cells, by      stopping them from dividing, or by stopping them from spreading. This trial is being done to      determine if the combination of brentuximab vedotin plus bendamustine is safe and to      determine the effectiveness of the combination.","A Phase II Study of Brentuximab Vedotin Plus Bendamustine for Relapsed/Refractory Follicular Lymphoma",N/A,1,NULL,23,NULL,1,"Phase 2",Open,Recruiting,"2020-12-04 00:00:00","2023-12-01 00:00:00","2024-05-01 00:00:00",Industry
NCT04589845,https://www.clinicaltrials.gov/study/NCT04589845,"2020-10-19 00:00:00","2023-06-09 00:00:00",TAPISTRY,"Tumor-Agnostic Precision Immuno-Oncology and Somatic Targeting Rational for You (TAPISTRY) Platform Study","TAPISTRY is a Phase II, global, multicenter, open-label, multi-cohort study designed to      evaluate the safety and efficacy of targeted therapies or immunotherapy as single agents or      in rational, specified combinations in participants with unresectable, locally advanced or      metastatic solid tumors determined to harbor specific oncogenic genomic alterations or who      are tumor mutational burden (TMB)-high as identified by a validated next-generation      sequencing (NGS) assay. Participants with solid tumors will be treated with a drug or drug      regimen tailored to their NGS assay results at screening. Participants will be assigned to      the appropriate cohort based on their genetic alteration(s). Treatment will be assigned on      the basis of relevant oncogenotype, will have cohort-specific inclusion/exclusion criteria,      and, unless otherwise specified, will continue until disease progression, loss of clinical      benefit, unacceptable toxicity, participant or physician decision to discontinue, or death,      whichever occurs first.","Tumor-Agnostic Precision Immunooncology and Somatic Targeting Rational for You (TAPISTRY) Phase II Platform Trial",Non-Randomized,14,NULL,920,NULL,161,"Phase 2",Open,Recruiting,"2021-01-18 00:00:00","2032-09-25 00:00:00","2032-09-25 00:00:00",Industry
NCT04591431,https://www.clinicaltrials.gov/study/NCT04591431,"2020-10-19 00:00:00","2023-05-02 00:00:00",ROME,"The Rome Trial From Histology to Target: the Road to Personalize Target Therapy and Immunotherapy","This is a randomized, prospective, multicenter, Proof of Concept, Phase II clinical trial      Study. The main objective of the study is to evaluate the efficacy (meant as overall response      rate ORR) of TT (targeted Therapy) vs SoC (standard of Care) in patients with progressive      disease (recurrent and/or metastatic) of breast cancer, metastatic gastro-intestinal tumors,      non small cell lung cancer (NSCLC) or others. Patients should have completed at least 1 line      of treatment and no more than 2 as defined by the current version of the AIOM (Italian      Association of Medical Oncology) guidelines. Patients are included if surgery is      contraindicated.","The Rome Trial From Histology to Target: the Road to Personalize Target Therapy and Immunotherapy",Randomized,2,NULL,384,NULL,37,"Phase 2",Closed,"Active, not recruiting","2020-10-07 00:00:00","2024-04-01 00:00:00","2024-08-01 00:00:00",Non-industry
NCT04594798,https://www.clinicaltrials.gov/study/NCT04594798,"2020-10-20 00:00:00","2023-02-09 00:00:00",NULL,"A Study of Polatuzumab Vedotin, Rituximab and Dose Attenuated CHP in Older Patients With DLBCL","The purpose of this study is to test the effectiveness and safety of polatuzumab vedotin in      combination with R-miniCHP in patients 75 years and older with DLBCL.","Phase 2 Study of Polatuzumab Vedotin, Rituximab and Dose Attenuated CHP in Older Patients With DLBCL",N/A,1,NULL,39,NULL,1,"Phase 2",Open,Recruiting,"2021-09-20 00:00:00","2024-07-31 00:00:00","2024-07-31 00:00:00",Industry
NCT04595565,https://www.clinicaltrials.gov/study/NCT04595565,"2020-10-20 00:00:00","2023-03-02 00:00:00",SASCIA,"Sacituzumab Govitecan in Primary HER2-negative Breast Cancer","Phase III, prospective, multi-center, randomized, open label, parallel group, study in      patients with HER2-negative breast cancer with residual disease after neoadjuvant      chemotherapy with 1:1 allocation to:        -  Arm A: Sacituzumab govitecan (days 1, 8 q3w for eight cycles);        -  Arm B: treatment of physician´s choice (TPC, defined as capecitabine or platinum-based           chemotherapy for eight cycles or observation.      Treatment in either arm will be given for eight cycles.      In patients with HR-positive breast cancer, endocrine-based therapy, which includes the use      of CDK4/6 inhibitors, will be administered according to local guidelines. The start of      endocrine therapy will be at the discretion of the investigator; however, it will be      encouraged to start after surgery/radiotherapy in patients without additional cytotoxic      agents.      Adjuvant pembrolizumab can be given until the completion of radiotherapy before      randomization. Within the study the use of pembrolizumab in patients with TNBC who received      pembrolizumab as neoadjuvant therapy is allowed as monotherapy in the TPC arm, according to      the approval of pembrolizumab in this setting.","Phase III Postneoadjuvant Study Evaluating Sacituzumab Govitecan, an Antibody Drug Conjugate in Primary HER2-negative Breast Cancer Patients With High Relapse Risk After Standard Neoadjuvant Treatment - SASCIA",Randomized,2,NULL,1332,NULL,179,"Phase 3",Open,Recruiting,"2020-10-28 00:00:00","2027-03-30 00:00:00","2029-03-30 00:00:00",Industry
NCT04596150,https://www.clinicaltrials.gov/study/NCT04596150,"2020-10-22 00:00:00","2023-02-23 00:00:00",CTMX-2009-002,"Study to Evaluate the Safety and Antitumor Activity of CX-2009 Monotherapy and in Combination With CX-072 in Advanced Breast Cancer","A Phase 2, clinical study in advanced, metastatic breast cancer that will evaluate CX-2009      monotherapy in both Hormone Receptor(HR) positive/HER2 negative breast cancer and in TNBC,      and evaluate CX-2009+CX-072 in TNBC","A Phase 2, Open-Label Study to Evaluate the Safety and Antitumor Activity of Praluzatamab Ravtansine (CX-2009) in Advanced HR-Positive/HER2-Negative Breast Cancer and of Praluzatamab Ravtansine as Monotherapy and in Combination With Pacmilimab (CX-072) in Advanced Triple-Negative Breast Cancer (CTMX-2009-002)",Non-Randomized,3,NULL,125,Registrational,42,"Phase 2",Closed,"Active, not recruiting","2020-12-29 00:00:00","2023-04-30 00:00:00","2023-04-30 00:00:00",Industry
NCT04606914,https://www.clinicaltrials.gov/study/NCT04606914,"2020-10-28 00:00:00","2023-06-26 00:00:00",NULL,"Study of Carboplatin and Mirvetuximab Soravtansine in First-Line Treatment of Patients Receiving Neoadjuvant Chemotherapy With Advanced-Stage Ovarian, Fallopian Tube or Primary Peritoneal Cancer","The proposed study design is a single arm Phase II trial to document the feasibility of      carboplatin-mirvetuximab - in patients with advanced-stage EOC. Patients with biopsy      confirmed, newly diagnosed, advanced-stage serous EOC deemed appropriate for NACT will have      their tumors evaluated for FRα receptor over-expression via a centralized immunohistochemical      assay (IHC) and identified as appropriate for study participation if IHC staining is PS2+ in      >75% of cells (40% of all serous patients). Eligible patients will receive NACT with one      cycle of carboplatin, followed by mirvetuximab + carboplatin (if FRα +) every 21 days for      three cycles prior to interval cytoreductive surgery (iCRS). A total of 70 will be included      in the study. Following completion of 4 cycles total of NACT and after allowing for      appropriate recovery of cycle # 4, patients eligible for surgery, will undergo an iCRS.      Patients will then complete 3 more cycles of mirvetuximab + carboplatin for a total of 7      intended cycles of treatment. It is up to the treating physician if they want to add      bevacizumab to the last 2 cycles or use any type of maintenance therapy. The decision to add      bevacizumab or use maintenance therapy does not need to be made upfront. Patients will sign a      screening consent form prior to tissue biopsy. If a patient is found to be FRα negative,      their treating physician can select the treatment they deem appropriate and the patient will      be declared a screen failure. Patients with BRCA mutations are not excluded from this trial      and are allowed to receive standard of care maintenance therapy including bevacizumab and/or      PARP inhibitors.","Single-Arm Phase II Study of Carboplatin and Mirvetuximab Soravtansine in First-Line Treatment of Patients Receiving Neoadjuvant Chemotherapy With Advanced-Stage Ovarian, Fallopian Tube or Primary Peritoneal Cancer Who Are Folate Receptor α Positive",N/A,1,NULL,70,NULL,1,"Phase 2",Open,Recruiting,"2021-05-27 00:00:00","2026-05-31 00:00:00","2028-05-31 00:00:00",Non-industry
NCT04609566,https://www.clinicaltrials.gov/study/NCT04609566,"2020-10-30 00:00:00","2023-08-15 00:00:00",SGN35-033,"Brentuximab Vedotin With Pembrolizumab in Metastatic Solid Tumors","This trial will find out whether brentuximab vedotin and pembrolizumab work together to treat      different types of cancer. There will be several different types of cancer studied in the      trial. The cancer must have spread to other parts of the body (metastatic).      The study will also find out what side effects occur. A side effect is anything the treatment      does besides treat cancer.      This is a multi-cohort study.","A Phase 2 Study of Brentuximab Vedotin in Combination With Pembrolizumab in Subjects With Metastatic Solid Malignancies After Progression on Prior PD-1 Inhibitor Treatment",N/A,1,"Recently updated",140,NULL,33,"Phase 2",Open,Recruiting,"2021-01-26 00:00:00","2023-10-31 00:00:00","2025-03-31 00:00:00",Industry
NCT04610528,https://www.clinicaltrials.gov/study/NCT04610528,"2020-10-30 00:00:00","2023-06-23 00:00:00",TOT-HER3,"A Window-of-opportunity Study of U3-1402, a HER3-targeting Antibody-drug Conjugate in Operable Breast Cancer According to ERBB3 Expression","This is a prospective, multicenter, single arm, window-of-opportunity study evaluating the      biological effect of U3-1402 in treatment naïve patients with early breast cancer, whose      primary tumors are ≥1 cm by ultrasound evaluation.      The primary objective is to evaluate the biological activity of U3-1402, measured as the      CelTIL score increase at post-treatment (C1D21) in HR+/HER2-negative BC included patients.      The study will consist of 2 parts enrolling ~115 patients.        -  Part A will target to treat, with 6.4 mg/kg dose, 80 patients with           HR-positive/HER2-negative tumors and        -  Part B will target to treat with 5.6 mg/kg dose 20 patients with           HR-positive/HER2-negative and 15 patients with TNBC tumors      Part A will test U3-1402 in patients with HR-positive/HER2-negative early breast cancer with      a dose of 6.4 mg/kg. Part B will consist in testing 5.6 mg/kg dose of U3-1402 in patients      with HR-positive/HER2-negative early breast cancer and in triple-negative early breast cancer      and will be performed sequentially after Part A.","A Window-of-opportunity Study of U3-1402, a HER3-targeting Antibody-drug Conjugate in Operable Breast Cancer According to ERBB3 Expression",N/A,1,NULL,80,NULL,10,"Phase 1",Closed,"Active, not recruiting","2020-12-22 00:00:00","2022-01-30 00:00:00","2023-09-30 00:00:00",Industry
NCT04612751,https://www.clinicaltrials.gov/study/NCT04612751,"2020-11-03 00:00:00","2023-08-17 00:00:00",TROPION-Lung04,"Phase 1b Study of Dato-DXd in Combination With Immunotherapy With or Without Carboplatin in Advanced or Metastatic Non-Small Cell Lung Cancer","This study will assess safety, tolerability, and treatment activity of datopotamab deruxtecan      (Dato-DXd) in combination with immunotherapy in participants with advanced or metastatic      non-small cell lung cancer (NSCLC).","A Phase 1b, Multicenter, 2-Part, Open-Label Study of Datopotamab Deruxtecan (Dato-DXd) in Combination With Immunotherapy With or Without Carboplatin in Participants With Advanced or Metastatic Non-Small Cell Lung Cancer (Tropion-Lung04)",Non-Randomized,11,"Recently updated",232,NULL,65,"Phase 1",Open,Recruiting,"2021-02-02 00:00:00","2026-01-30 00:00:00","2026-01-30 00:00:00",Industry
NCT04617314,https://www.clinicaltrials.gov/study/NCT04617314,"2020-11-05 00:00:00","2023-03-07 00:00:00",NULL,"A Study of RC108-ADC in Subjects With Advanced Malignant Solid Tumors","This study will evaluate the safety, pharmacokinetics, and effect of RC108-ADC for injeciton      in subjects with c-Met positive advanced malignant solid tumors.","A Phase I Study to Evaluate the Safety, Pharmacokinetics, and Effect of RC108-ADC For Injection in Subjects With c-Met Positive Advanced Malignant Solid Tumors",N/A,1,NULL,32,NULL,5,"Phase 1",Open,Recruiting,"2021-03-10 00:00:00","2025-05-31 00:00:00","2025-12-31 00:00:00",Industry
NCT04617522,https://www.clinicaltrials.gov/study/NCT04617522,"2020-11-05 00:00:00","2023-08-29 00:00:00",NULL,"Study of Sacituzumab Govitecan in Participants With Advanced or Metastatic Solid Tumor and Moderate Liver Impairment","The goals of this clinical study are to learn more about the safety and dosing of the study      drug, sacituzumab govitecan-hziy, in participants with solid tumors and moderate liver      problems.","A Phase 1, Open-Label, Dose-Escalation Study to Determine an Appropriate Starting Dose of Sacituzumab Govitecan in Subjects With Advanced or Metastatic Solid Tumor and Moderate Liver Impairment",Non-Randomized,2,"Recently updated",30,NULL,8,"Phase 1",Open,Recruiting,"2021-04-06 00:00:00","2023-11-01 00:00:00","2023-11-01 00:00:00",Industry
NCT04619004,https://www.clinicaltrials.gov/study/NCT04619004,"2020-11-06 00:00:00","2023-09-05 00:00:00",HERTHENA-Lung01,"HERTHENA-Lung01: Patritumab Deruxtecan in Subjects With Metastatic or Locally Advanced EGFR-mutated Non-Small Cell Lung Cancer","This study is designed to evaluate the antitumor activity of patritumab deruxtecan in      participants with metastatic or locally advanced NSCLC with an activating EGFR mutation (exon      19 deletion or L858R) who have received and progressed on or after at least 1 EGFR TKI and 1      platinum-based chemotherapy-containing regimen.","HERTHENA-Lung01: A Phase 2 Randomized Open-Label Study of Patritumab Deruxtecan (U3-1402) in Subjects With Previously Treated Metastatic or Locally Advanced EGFR-mutated Non-Small Cell Lung Cancer (NSCLC)",Randomized,2,"Recently updated",420,Registrational,123,"Phase 2",Closed,"Active, not recruiting","2021-02-02 00:00:00","2023-11-10 00:00:00","2024-07-01 00:00:00",Industry
NCT04620187,https://www.clinicaltrials.gov/study/NCT04620187,"2020-11-06 00:00:00","2023-04-14 00:00:00","Post-op T-DM1","Post-op T-DM1 in HER-2+ Salivary Gland Carcinomas","This research is being done to see how safe and effective the use of the study drug      Ado-trastuzumab (T) emtansine (DM1), T-DM1, and standard of care chemoradiation are when used      together in treating HER2-positive salivary gland cancer. It will also examine the      effectiveness of study drug Ado-trastuzumab (T) emtansine (DM1) on cancer recurrence.","A Phase II Study of Adjuvant Ado-trastuzumab Emtansine (T-DM1) in HER2-positive Salivary Gland Carcinomas",N/A,1,NULL,55,NULL,3,"Phase 2",Open,Recruiting,"2020-12-24 00:00:00","2025-02-01 00:00:00","2026-02-01 00:00:00",Industry
NCT04622319,https://www.clinicaltrials.gov/study/NCT04622319,"2020-11-09 00:00:00","2023-09-05 00:00:00",DESTINY-Breast05,"A Study of Trastuzumab Deruxtecan (T-DXd) Versus Trastuzumab Emtansine (T-DM1) in High-risk HER2-positive Participants With Residual Invasive Breast Cancer Following Neoadjuvant Therapy (DESTINY-Breast05)","Patients with HER2-positive primary breast cancer (BC) who do not achieve complete response      after appropriate neoadjuvant therapy are at higher risk of disease recurrence. More      effective treatment options are needed for this patient population. This study will examine      the efficacy and safety of trastuzumab deruxtecan (T-DXd) compared with trastuzumab emtansine      (T-DM1) in high-risk patients with residual invasive breast cancer following neoadjuvant      therapy.","A Phase 3, Multicenter, Randomized, Open-Label, Active-Controlled Study of Trastuzumab Deruxtecan (T-DXd) Versus Trastuzumab Emtansine (T-DM1) in Participants With High-Risk HER2-Positive Primary Breast Cancer Who Have Residual Invasive Disease in Breast or Axillary Lymph Nodes Following Neoadjuvant Therapy (DESTINY-Breast05)",Randomized,2,"Recently updated",1600,Registrational,506,"Phase 3",Open,Recruiting,"2020-12-04 00:00:00","2025-12-31 00:00:00","2030-12-31 00:00:00",Industry
NCT04622774,https://www.clinicaltrials.gov/study/NCT04622774,"2020-11-10 00:00:00","2023-06-26 00:00:00",NULL,"First-in-Human Study of IMGC936 in Patients With Advanced Solid Tumors","This study is a Phase 1/2, first-in-human, open-label, dose-escalation, and expansion study      designed to characterize the safety, tolerability, pharmacokinetics, immunogenicity, and      preliminary antitumor activity of IMGC936 administered by intravenous (IV) infusion.","A Phase 1/2, First-in-Human, Open-Label, Dose-Escalation and Expansion Study of IMGC936 (Anti-ADAM9 Antibody Drug Conjugate) in Patients With Advanced Solid Tumors",N/A,1,NULL,245,Registrational,13,"Phase 2",Open,Recruiting,"2020-10-26 00:00:00","2023-10-31 00:00:00","2024-04-30 00:00:00",Industry
