nct_id,indication_id,indication
NCT05029882,323,"Colorectal Cancer"
NCT05029882,326,"Gastric Cancer"
NCT05029882,371,"Lung Cancer"
NCT05029882,373,"Non-small Cell Lung Cancer"
NCT05029882,414,"Solid Tumors"
NCT05034887,326,"Gastric Cancer"
NCT05034887,327,"Gastroesophageal Junction"
NCT05039073,380,"Classical Hodgkin Lymphoma"
NCT05039073,751,"Hodgkin Lymphoma"
NCT05041257,344,"Fallopian tube Cancer"
NCT05041257,347,"Ovarian Cancer"
NCT05041257,348,"Peritoneal Cancer"
NCT05041842,306,"Breast Cancer"
NCT05043987,326,"Gastric Cancer"
NCT05043987,327,"Gastroesophageal Junction"
NCT05043987,332,"Pancreatic Cancer"
NCT05048797,373,"Non-small Cell Lung Cancer"
NCT05053659,363,"Chronic Lymphocytic Leukemia"
NCT05053659,385,"Mantle Cell Lymphoma"
NCT05053659,387,"Non-Hodgkin Lymphoma"
NCT05053659,754,"Small Lymphocytic Lymphoma"
NCT05055063,392,"Multiple Myeloma"
NCT05060627,392,"Multiple Myeloma"
NCT05061550,371,"Lung Cancer"
NCT05061550,373,"Non-small Cell Lung Cancer"
NCT05064358,392,"Multiple Myeloma"
NCT05065047,392,"Multiple Myeloma"
NCT05070247,306,"Breast Cancer"
NCT05070247,307,"Triple-Negative Breast Cancer"
NCT05070247,324,"Esophageal Cancer"
NCT05070247,326,"Gastric Cancer"
NCT05070247,327,"Gastroesophageal Junction"
NCT05070247,331,"Hepatocellular Carcinoma"
NCT05070247,332,"Pancreatic Cancer"
NCT05070247,338,"Renal Cell Carcinoma"
NCT05070247,353,"Head and Neck Cancer"
NCT05070247,354,"Nasopharyngeal Carcinoma"
NCT05070247,372,Mesothelioma
NCT05070247,373,"Non-small Cell Lung Cancer"
NCT05070247,414,"Solid Tumors"
NCT05070247,415,"Squamous Cell Carcinoma"
NCT05071053,326,"Gastric Cancer"
NCT05071053,327,"Gastroesophageal Junction"
NCT05089734,373,"Non-small Cell Lung Cancer"
NCT05089734,415,"Squamous Cell Carcinoma"
NCT05091372,392,"Multiple Myeloma"
NCT05097599,323,"Colorectal Cancer"
NCT05097599,373,"Non-small Cell Lung Cancer"
NCT05097599,410,Melanoma
NCT05097599,414,"Solid Tumors"
NCT05101096,306,"Breast Cancer"
NCT05101096,307,"Triple-Negative Breast Cancer"
NCT05101096,333,"Bladder Cancer"
NCT05101096,414,"Solid Tumors"
NCT05103683,343,"Endometrial Cancer"
NCT05103683,347,"Ovarian Cancer"
NCT05103683,373,"Non-small Cell Lung Cancer"
NCT05103683,414,"Solid Tumors"
NCT05104866,306,"Breast Cancer"
NCT05113069,376,"B-cell Lymphoma"
NCT05113069,387,"Non-Hodgkin Lymphoma"
NCT05113251,306,"Breast Cancer"
NCT05113459,326,"Gastric Cancer"
NCT05113966,306,"Breast Cancer"
NCT05113966,307,"Triple-Negative Breast Cancer"
NCT05114759,414,"Solid Tumors"
NCT05115500,414,"Solid Tumors"
NCT05117008,392,"Multiple Myeloma"
NCT05117242,371,"Lung Cancer"
NCT05117242,373,"Non-small Cell Lung Cancer"
NCT05119907,322,"Biliary Tract Cancer"
NCT05119907,324,"Esophageal Cancer"
NCT05119907,325,"Gallbladder Cancer"
NCT05119907,326,"Gastric Cancer"
NCT05119907,342,"Cervical Cancer"
NCT05119907,373,"Non-small Cell Lung Cancer"
NCT05119907,414,"Solid Tumors"
NCT05123482,306,"Breast Cancer"
NCT05123482,307,"Triple-Negative Breast Cancer"
NCT05123482,322,"Biliary Tract Cancer"
NCT05123482,343,"Endometrial Cancer"
NCT05123482,347,"Ovarian Cancer"
NCT05123482,414,"Solid Tumors"
NCT05126433,306,"Breast Cancer"
NCT05126433,307,"Triple-Negative Breast Cancer"
NCT05126433,313,"Neuroendocrine Tumor"
NCT05126433,322,"Biliary Tract Cancer"
NCT05126433,324,"Esophageal Cancer"
NCT05126433,326,"Gastric Cancer"
NCT05126433,332,"Pancreatic Cancer"
NCT05126433,333,"Bladder Cancer"
NCT05126433,343,"Endometrial Cancer"
NCT05126433,414,"Solid Tumors"
NCT05126719,354,"Nasopharyngeal Carcinoma"
NCT05134519,306,"Breast Cancer"
NCT05135715,410,Melanoma
NCT05139017,382,"Diffuse Large B-cell Lymphoma"
NCT05141747,326,"Gastric Cancer"
NCT05141747,327,"Gastroesophageal Junction"
NCT05141786,371,"Lung Cancer"
NCT05141786,373,"Non-small Cell Lung Cancer"
NCT05143229,306,"Breast Cancer"
NCT05143229,307,"Triple-Negative Breast Cancer"
NCT05144009,376,"B-cell Lymphoma"
NCT05144009,382,"Diffuse Large B-cell Lymphoma"
NCT05144841,382,"Diffuse Large B-cell Lymphoma"
NCT05150691,306,"Breast Cancer"
NCT05150691,322,"Biliary Tract Cancer"
NCT05150691,326,"Gastric Cancer"
NCT05150691,327,"Gastroesophageal Junction"
NCT05150691,328,"Gastrointestinal Cancer"
NCT05150691,331,"Hepatocellular Carcinoma"
NCT05150691,343,"Endometrial Cancer"
NCT05150691,373,"Non-small Cell Lung Cancer"
NCT05150691,414,"Solid Tumors"
NCT05154604,414,"Solid Tumors"
NCT05155839,387,"Non-Hodgkin Lymphoma"
NCT05156866,326,"Gastric Cancer"
NCT05156866,332,"Pancreatic Cancer"
NCT05156866,414,"Solid Tumors"
NCT05161390,414,"Solid Tumors"
NCT05169658,383,"Follicular Lymphoma"
NCT05169658,386,"Marginal Zone Lymphoma"
NCT05169658,387,"Non-Hodgkin Lymphoma"
NCT05171647,376,"B-cell Lymphoma"
NCT05171647,382,"Diffuse Large B-cell Lymphoma"
NCT05171647,383,"Follicular Lymphoma"
NCT05171647,387,"Non-Hodgkin Lymphoma"
NCT05174637,307,"Triple-Negative Breast Cancer"
NCT05174637,323,"Colorectal Cancer"
NCT05174637,324,"Esophageal Cancer"
NCT05174637,326,"Gastric Cancer"
NCT05174637,333,"Bladder Cancer"
NCT05174637,343,"Endometrial Cancer"
NCT05174637,347,"Ovarian Cancer"
NCT05174637,371,"Lung Cancer"
NCT05174637,373,"Non-small Cell Lung Cancer"
NCT05174637,374,"Small Cell Lung Cancer"
NCT05174637,414,"Solid Tumors"
NCT05180097,380,"Classical Hodgkin Lymphoma"
NCT05180097,751,"Hodgkin Lymphoma"
NCT05182866,352,"Cutaneous Squamous Cell Carcinoma"
NCT05182866,353,"Head and Neck Cancer"
NCT05183035,358,"Acute Myeloid Leukemia"
NCT05186974,371,"Lung Cancer"
NCT05186974,373,"Non-small Cell Lung Cancer"
NCT05188209,326,"Gastric Cancer"
NCT05188209,327,"Gastroesophageal Junction"
NCT05188664,414,"Solid Tumors"
NCT05190705,391,"Waldenstrom Macroglobulinemia"
NCT05194072,306,"Breast Cancer"
NCT05194072,307,"Triple-Negative Breast Cancer"
NCT05194072,322,"Biliary Tract Cancer"
NCT05194072,325,"Gallbladder Cancer"
NCT05194072,343,"Endometrial Cancer"
NCT05194072,344,"Fallopian tube Cancer"
NCT05194072,347,"Ovarian Cancer"
NCT05194072,348,"Peritoneal Cancer"
NCT05194072,351,"Adenoid Cystic Carcinoma"
NCT05194072,373,"Non-small Cell Lung Cancer"
NCT05194072,414,"Solid Tumors"
NCT05194072,415,"Squamous Cell Carcinoma"
NCT05199051,358,"Acute Myeloid Leukemia"
NCT05200364,344,"Fallopian tube Cancer"
NCT05200364,347,"Ovarian Cancer"
NCT05200364,348,"Peritoneal Cancer"
NCT05205850,322,"Biliary Tract Cancer"
NCT05205850,324,"Esophageal Cancer"
NCT05205850,326,"Gastric Cancer"
NCT05205850,327,"Gastroesophageal Junction"
NCT05205850,332,"Pancreatic Cancer"
NCT05205850,347,"Ovarian Cancer"
NCT05205850,414,"Solid Tumors"
NCT05208307,392,"Multiple Myeloma"
NCT05208762,307,"Triple-Negative Breast Cancer"
NCT05208762,324,"Esophageal Cancer"
NCT05208762,347,"Ovarian Cancer"
NCT05208762,353,"Head and Neck Cancer"
NCT05208762,373,"Non-small Cell Lung Cancer"
NCT05208762,410,Melanoma
NCT05208762,414,"Solid Tumors"
NCT05215340,373,"Non-small Cell Lung Cancer"
NCT05216965,414,"Solid Tumors"
NCT05217693,414,"Solid Tumors"
NCT05222438,376,"B-cell Lymphoma"
NCT05222438,382,"Diffuse Large B-cell Lymphoma"
NCT05226117,333,"Bladder Cancer"
NCT05229900,326,"Gastric Cancer"
NCT05229900,327,"Gastroesophageal Junction"
NCT05229900,339,"Testicular Cancer"
NCT05229900,342,"Cervical Cancer"
NCT05229900,343,"Endometrial Cancer"
NCT05229900,347,"Ovarian Cancer"
NCT05229900,371,"Lung Cancer"
NCT05229900,373,"Non-small Cell Lung Cancer"
NCT05229900,414,"Solid Tumors"
NCT05229900,717,"Uterine Cancer"
NCT05238831,306,"Breast Cancer"
NCT05238831,332,"Pancreatic Cancer"
NCT05238831,337,"Prostate Cancer"
NCT05238831,347,"Ovarian Cancer"
NCT05238831,408,"Soft Tissue Sarcoma"
NCT05238831,414,"Solid Tumors"
NCT05239624,333,"Bladder Cancer"
NCT05241899,326,"Gastric Cancer"
NCT05241899,327,"Gastroesophageal Junction"
NCT05243693,380,"Classical Hodgkin Lymphoma"
NCT05243693,751,"Hodgkin Lymphoma"
NCT05245071,373,"Non-small Cell Lung Cancer"
NCT05246514,373,"Non-small Cell Lung Cancer"
NCT05249959,385,"Mantle Cell Lymphoma"
NCT05253495,376,"B-cell Lymphoma"
NCT05253495,380,"Classical Hodgkin Lymphoma"
NCT05253495,382,"Diffuse Large B-cell Lymphoma"
NCT05253495,387,"Non-Hodgkin Lymphoma"
NCT05253495,739,"Burkitt Lymphoma"
NCT05260957,376,"B-cell Lymphoma"
NCT05260957,382,"Diffuse Large B-cell Lymphoma"
NCT05260957,383,"Follicular Lymphoma"
NCT05260957,385,"Mantle Cell Lymphoma"
NCT05260957,386,"Marginal Zone Lymphoma"
NCT05260957,387,"Non-Hodgkin Lymphoma"
NCT05260957,389,"Primary Mediastinal B-cell Lymphoma"
NCT05260957,739,"Burkitt Lymphoma"
NCT05263479,414,"Solid Tumors"
NCT05263869,306,"Breast Cancer"
NCT05263869,414,"Solid Tumors"
NCT05265013,353,"Head and Neck Cancer"
NCT05265013,398,"Bone Cancer"
NCT05270057,376,"B-cell Lymphoma"
NCT05270057,382,"Diffuse Large B-cell Lymphoma"
NCT05270057,739,"Burkitt Lymphoma"
NCT05271604,353,"Head and Neck Cancer"
NCT05274048,324,"Esophageal Cancer"
NCT05274048,326,"Gastric Cancer"
NCT05274048,327,"Gastroesophageal Junction"
NCT05276609,414,"Solid Tumors"
NCT05279300,307,"Triple-Negative Breast Cancer"
NCT05279300,382,"Diffuse Large B-cell Lymphoma"
NCT05279300,385,"Mantle Cell Lymphoma"
NCT05279300,387,"Non-Hodgkin Lymphoma"
NCT05279300,414,"Solid Tumors"
NCT05280275,392,"Multiple Myeloma"
NCT05280470,374,"Small Cell Lung Cancer"
NCT05283720,376,"B-cell Lymphoma"
NCT05283720,382,"Diffuse Large B-cell Lymphoma"
NCT05283720,383,"Follicular Lymphoma"
NCT05283720,385,"Mantle Cell Lymphoma"
NCT05283720,386,"Marginal Zone Lymphoma"
NCT05283720,387,"Non-Hodgkin Lymphoma"
NCT05288777,306,"Breast Cancer"
NCT05293496,331,"Hepatocellular Carcinoma"
NCT05293496,332,"Pancreatic Cancer"
NCT05293496,337,"Prostate Cancer"
NCT05293496,338,"Renal Cell Carcinoma"
NCT05293496,347,"Ovarian Cancer"
NCT05293496,410,Melanoma
NCT05293496,414,"Solid Tumors"
NCT05296070,386,"Marginal Zone Lymphoma"
NCT05297552,333,"Bladder Cancer"
NCT05302284,333,"Bladder Cancer"
NCT05303792,357,"Acute Lymphocytic Leukemia"
NCT05303792,741,"Lymphoblastic Lymphoma"
NCT05308225,392,"Multiple Myeloma"
NCT05311397,306,"Breast Cancer"
NCT05311397,414,"Solid Tumors"
NCT05313243,375,"Anaplastic Large Cell Lymphoma"
NCT05313243,381,"Cutaneous T-cell Lymphoma"
NCT05313243,387,"Non-Hodgkin Lymphoma"
NCT05313243,388,"Peripheral T-cell Lymphoma"
NCT05313243,390,"T-cell lymphoma"
NCT05313243,737,"Enteropathy-Associated T-cell Lymphoma"
NCT05313906,326,"Gastric Cancer"
NCT05316246,390,"T-cell lymphoma"
NCT05316246,740,"NK-cell lymphoma"
NCT05320588,414,"Solid Tumors"
NCT05323045,332,"Pancreatic Cancer"
NCT05323045,338,"Renal Cell Carcinoma"
NCT05323045,342,"Cervical Cancer"
NCT05323045,353,"Head and Neck Cancer"
NCT05323045,410,Melanoma
NCT05323045,414,"Solid Tumors"
NCT05323955,306,"Breast Cancer"
NCT05327530,333,"Bladder Cancer"
NCT05329545,344,"Fallopian tube Cancer"
NCT05329545,347,"Ovarian Cancer"
NCT05329545,348,"Peritoneal Cancer"
NCT05331326,306,"Breast Cancer"
NCT05332561,306,"Breast Cancer"
NCT05332561,307,"Triple-Negative Breast Cancer"
NCT05333809,323,"Colorectal Cancer"
NCT05334810,306,"Breast Cancer"
NCT05338957,414,"Solid Tumors"
NCT05338970,373,"Non-small Cell Lung Cancer"
NCT05339685,306,"Breast Cancer"
NCT05339685,307,"Triple-Negative Breast Cancer"
NCT05339685,328,"Gastrointestinal Cancer"
NCT05339685,414,"Solid Tumors"
NCT05346328,306,"Breast Cancer"
NCT05347134,306,"Breast Cancer"
NCT05347134,307,"Triple-Negative Breast Cancer"
NCT05349409,414,"Solid Tumors"
NCT05350917,323,"Colorectal Cancer"
NCT05351788,373,"Non-small Cell Lung Cancer"
NCT05353361,306,"Breast Cancer"
NCT05356351,333,"Bladder Cancer"
NCT05365659,376,"B-cell Lymphoma"
NCT05365659,382,"Diffuse Large B-cell Lymphoma"
NCT05365659,383,"Follicular Lymphoma"
NCT05365659,385,"Mantle Cell Lymphoma"
NCT05365659,387,"Non-Hodgkin Lymphoma"
NCT05367635,414,"Solid Tumors"
NCT05372614,306,"Breast Cancer"
NCT05372614,326,"Gastric Cancer"
NCT05372614,414,"Solid Tumors"
NCT05374512,306,"Breast Cancer"
NCT05374512,307,"Triple-Negative Breast Cancer"
NCT05377996,306,"Breast Cancer"
NCT05377996,307,"Triple-Negative Breast Cancer"
NCT05377996,343,"Endometrial Cancer"
NCT05377996,344,"Fallopian tube Cancer"
NCT05377996,347,"Ovarian Cancer"
NCT05377996,414,"Solid Tumors"
NCT05378737,414,"Solid Tumors"
NCT05382286,306,"Breast Cancer"
NCT05382286,307,"Triple-Negative Breast Cancer"
NCT05382299,306,"Breast Cancer"
NCT05382299,307,"Triple-Negative Breast Cancer"
NCT05385692,328,"Gastrointestinal Cancer"
NCT05385692,329,"Gastrointestinal Stromal Tumor"
NCT05385692,414,"Solid Tumors"
NCT05388149,306,"Breast Cancer"
NCT05388500,306,"Breast Cancer"
NCT05389462,332,"Pancreatic Cancer"
NCT05389462,333,"Bladder Cancer"
NCT05389462,342,"Cervical Cancer"
NCT05389462,343,"Endometrial Cancer"
NCT05389462,344,"Fallopian tube Cancer"
NCT05389462,347,"Ovarian Cancer"
NCT05389462,348,"Peritoneal Cancer"
NCT05389462,373,"Non-small Cell Lung Cancer"
NCT05389462,400,Chondrosarcoma
NCT05389462,402,"Ewing Sarcoma"
NCT05389462,405,Leiomyosarcoma
NCT05389462,406,Osteosarcoma
NCT05389462,408,"Soft Tissue Sarcoma"
NCT05389462,414,"Solid Tumors"
NCT05389462,727,Liposarcoma
NCT05389462,729,"Synovial Sarcoma"
NCT05394675,326,"Gastric Cancer"
NCT05394675,332,"Pancreatic Cancer"
NCT05394675,339,"Testicular Cancer"
NCT05394675,343,"Endometrial Cancer"
NCT05394675,344,"Fallopian tube Cancer"
NCT05394675,347,"Ovarian Cancer"
NCT05394675,348,"Peritoneal Cancer"
NCT05394675,373,"Non-small Cell Lung Cancer"
NCT05394675,414,"Solid Tumors"
NCT05394675,717,"Uterine Cancer"
NCT05394818,414,"Solid Tumors"
NCT05395533,387,"Non-Hodgkin Lymphoma"
NCT05399654,414,"Solid Tumors"
NCT05403242,324,"Esophageal Cancer"
NCT05403242,326,"Gastric Cancer"
NCT05403242,327,"Gastroesophageal Junction"
NCT05404945,380,"Classical Hodgkin Lymphoma"
NCT05405621,414,"Solid Tumors"
NCT05406401,382,"Diffuse Large B-cell Lymphoma"
NCT05408845,306,"Breast Cancer"
NCT05408845,353,"Head and Neck Cancer"
NCT05410418,383,"Follicular Lymphoma"
NCT05410418,749,Thrombocytopenia
NCT05414500,381,"Cutaneous T-cell Lymphoma"
NCT05415215,306,"Breast Cancer"
NCT05417230,322,"Biliary Tract Cancer"
NCT05424835,306,"Breast Cancer"
NCT05426486,306,"Breast Cancer"
NCT05429684,306,"Breast Cancer"
NCT05429762,323,"Colorectal Cancer"
NCT05429762,326,"Gastric Cancer"
NCT05429762,327,"Gastroesophageal Junction"
NCT05429762,373,"Non-small Cell Lung Cancer"
NCT05429762,414,"Solid Tumors"
NCT05434234,337,"Prostate Cancer"
NCT05434234,414,"Solid Tumors"
NCT05438329,306,"Breast Cancer"
NCT05438329,307,"Triple-Negative Breast Cancer"
NCT05438329,373,"Non-small Cell Lung Cancer"
NCT05438329,374,"Small Cell Lung Cancer"
NCT05438329,414,"Solid Tumors"
NCT05445778,344,"Fallopian tube Cancer"
NCT05445778,347,"Ovarian Cancer"
NCT05445778,348,"Peritoneal Cancer"
NCT05445908,306,"Breast Cancer"
NCT05445908,307,"Triple-Negative Breast Cancer"
NCT05453396,382,"Diffuse Large B-cell Lymphoma"
NCT05453396,383,"Follicular Lymphoma"
NCT05453396,385,"Mantle Cell Lymphoma"
NCT05453396,387,"Non-Hodgkin Lymphoma"
NCT05456685,344,"Fallopian tube Cancer"
NCT05456685,347,"Ovarian Cancer"
NCT05456685,348,"Peritoneal Cancer"
NCT05456698,357,"Acute Lymphocytic Leukemia"
NCT05456698,732,"B-cell Acute Lymphocytic Leukemia"
NCT05458219,326,"Gastric Cancer"
NCT05458219,327,"Gastroesophageal Junction"
NCT05458219,332,"Pancreatic Cancer"
NCT05458219,414,"Solid Tumors"
NCT05458297,355,"Hematological Malignancies"
NCT05458297,363,"Chronic Lymphocytic Leukemia"
NCT05458297,383,"Follicular Lymphoma"
NCT05458297,385,"Mantle Cell Lymphoma"
NCT05458674,306,"Breast Cancer"
NCT05460273,306,"Breast Cancer"
NCT05460273,307,"Triple-Negative Breast Cancer"
NCT05460273,326,"Gastric Cancer"
NCT05460273,327,"Gastroesophageal Junction"
NCT05460273,333,"Bladder Cancer"
NCT05460273,373,"Non-small Cell Lung Cancer"
NCT05460273,414,"Solid Tumors"
NCT05461768,306,"Breast Cancer"
NCT05461768,414,"Solid Tumors"
NCT05464030,323,"Colorectal Cancer"
NCT05464030,414,"Solid Tumors"
NCT05464719,376,"B-cell Lymphoma"
NCT05464719,382,"Diffuse Large B-cell Lymphoma"
NCT05480384,324,"Esophageal Cancer"
NCT05480384,327,"Gastroesophageal Junction"
NCT05482568,373,"Non-small Cell Lung Cancer"
NCT05483933,344,"Fallopian tube Cancer"
NCT05483933,347,"Ovarian Cancer"
NCT05483933,348,"Peritoneal Cancer"
NCT05489211,322,"Biliary Tract Cancer"
NCT05489211,323,"Colorectal Cancer"
NCT05489211,326,"Gastric Cancer"
NCT05489211,333,"Bladder Cancer"
NCT05489211,337,"Prostate Cancer"
NCT05489211,343,"Endometrial Cancer"
NCT05489211,347,"Ovarian Cancer"
NCT05489211,414,"Solid Tumors"
NCT05493683,323,"Colorectal Cancer"
NCT05494918,414,"Solid Tumors"
NCT05495724,333,"Bladder Cancer"
NCT05498220,376,"B-cell Lymphoma"
NCT05498220,382,"Diffuse Large B-cell Lymphoma"
NCT05498597,306,"Breast Cancer"
NCT05498597,307,"Triple-Negative Breast Cancer"
NCT05498597,332,"Pancreatic Cancer"
NCT05498597,343,"Endometrial Cancer"
NCT05498597,344,"Fallopian tube Cancer"
NCT05498597,347,"Ovarian Cancer"
NCT05498597,348,"Peritoneal Cancer"
NCT05498597,372,Mesothelioma
NCT05498597,373,"Non-small Cell Lung Cancer"
NCT05498597,414,"Solid Tumors"
NCT05502393,414,"Solid Tumors"
NCT05508334,414,"Solid Tumors"
NCT05512390,363,"Chronic Lymphocytic Leukemia"
NCT05512390,382,"Diffuse Large B-cell Lymphoma"
NCT05512390,383,"Follicular Lymphoma"
NCT05513703,371,"Lung Cancer"
NCT05513703,373,"Non-small Cell Lung Cancer"
NCT05514158,326,"Gastric Cancer"
NCT05520723,306,"Breast Cancer"
NCT05520723,307,"Triple-Negative Breast Cancer"
NCT05524545,333,"Bladder Cancer"
NCT05525286,326,"Gastric Cancer"
NCT05525286,327,"Gastroesophageal Junction"
NCT05525286,332,"Pancreatic Cancer"
NCT05527184,343,"Endometrial Cancer"
NCT05527184,344,"Fallopian tube Cancer"
NCT05527184,347,"Ovarian Cancer"
NCT05527184,348,"Peritoneal Cancer"
NCT05530057,306,"Breast Cancer"
NCT05535218,333,"Bladder Cancer"
NCT05540483,322,"Biliary Tract Cancer"
NCT05540483,325,"Gallbladder Cancer"
NCT05547321,306,"Breast Cancer"
NCT05547321,323,"Colorectal Cancer"
NCT05547321,324,"Esophageal Cancer"
NCT05547321,326,"Gastric Cancer"
NCT05547321,327,"Gastroesophageal Junction"
NCT05547321,332,"Pancreatic Cancer"
NCT05547321,347,"Ovarian Cancer"
NCT05547321,353,"Head and Neck Cancer"
NCT05547321,373,"Non-small Cell Lung Cancer"
NCT05547321,405,Leiomyosarcoma
NCT05547321,414,"Solid Tumors"
NCT05551117,337,"Prostate Cancer"
NCT05552001,306,"Breast Cancer"
NCT05552001,307,"Triple-Negative Breast Cancer"
NCT05555732,373,"Non-small Cell Lung Cancer"
NCT05556798,392,"Multiple Myeloma"
NCT05558124,358,"Acute Myeloid Leukemia"
NCT05560308,306,"Breast Cancer"
NCT05562830,333,"Bladder Cancer"
NCT05564858,306,"Breast Cancer"
NCT05564858,326,"Gastric Cancer"
NCT05564858,327,"Gastroesophageal Junction"
NCT05564858,414,"Solid Tumors"
NCT05565807,392,"Multiple Myeloma"
NCT05569811,306,"Breast Cancer"
NCT05573802,392,"Multiple Myeloma"
NCT05575804,306,"Breast Cancer"
NCT05577715,371,"Lung Cancer"
NCT05577715,373,"Non-small Cell Lung Cancer"
NCT05578287,323,"Colorectal Cancer"
NCT05579366,306,"Breast Cancer"
NCT05579366,307,"Triple-Negative Breast Cancer"
NCT05579366,343,"Endometrial Cancer"
NCT05579366,344,"Fallopian tube Cancer"
NCT05579366,347,"Ovarian Cancer"
NCT05579366,348,"Peritoneal Cancer"
NCT05579366,372,Mesothelioma
NCT05579366,373,"Non-small Cell Lung Cancer"
NCT05579366,414,"Solid Tumors"
NCT05581589,333,"Bladder Cancer"
NCT05581589,415,"Squamous Cell Carcinoma"
NCT05581875,392,"Multiple Myeloma"
NCT05582499,306,"Breast Cancer"
NCT05582499,307,"Triple-Negative Breast Cancer"
NCT05584709,323,"Colorectal Cancer"
NCT05584709,324,"Esophageal Cancer"
NCT05584709,353,"Head and Neck Cancer"
NCT05584709,371,"Lung Cancer"
NCT05584709,414,"Solid Tumors"
NCT05586061,326,"Gastric Cancer"
NCT05593094,306,"Breast Cancer"
NCT05593094,326,"Gastric Cancer"
NCT05593094,414,"Solid Tumors"
NCT05594095,306,"Breast Cancer"
NCT05594875,414,"Solid Tumors"
NCT05595447,751,"Hodgkin Lymphoma"
NCT05599360,358,"Acute Myeloid Leukemia"
NCT05600686,376,"B-cell Lymphoma"
NCT05600686,382,"Diffuse Large B-cell Lymphoma"
NCT05601401,353,"Head and Neck Cancer"
NCT05609968,373,"Non-small Cell Lung Cancer"
NCT05611853,376,"B-cell Lymphoma"
NCT05611853,382,"Diffuse Large B-cell Lymphoma"
NCT05611853,383,"Follicular Lymphoma"
NCT05611853,385,"Mantle Cell Lymphoma"
NCT05611853,386,"Marginal Zone Lymphoma"
NCT05611853,387,"Non-Hodgkin Lymphoma"
NCT05613088,344,"Fallopian tube Cancer"
NCT05613088,347,"Ovarian Cancer"
NCT05613088,348,"Peritoneal Cancer"
NCT05615636,376,"B-cell Lymphoma"
NCT05615636,382,"Diffuse Large B-cell Lymphoma"
NCT05615636,383,"Follicular Lymphoma"
NCT05615636,387,"Non-Hodgkin Lymphoma"
NCT05615636,751,"Hodgkin Lymphoma"
NCT05620017,414,"Solid Tumors"
NCT05620914,322,"Biliary Tract Cancer"
NCT05620914,323,"Colorectal Cancer"
NCT05620914,326,"Gastric Cancer"
NCT05620914,333,"Bladder Cancer"
NCT05620914,337,"Prostate Cancer"
NCT05620914,371,"Lung Cancer"
NCT05620914,373,"Non-small Cell Lung Cancer"
NCT05620914,374,"Small Cell Lung Cancer"
NCT05620914,410,Melanoma
NCT05620914,414,"Solid Tumors"
NCT05622591,358,"Acute Myeloid Leukemia"
NCT05622890,344,"Fallopian tube Cancer"
NCT05622890,347,"Ovarian Cancer"
NCT05622890,348,"Peritoneal Cancer"
NCT05627414,326,"Gastric Cancer"
NCT05627960,306,"Breast Cancer"
NCT05627960,307,"Triple-Negative Breast Cancer"
NCT05627960,371,"Lung Cancer"
NCT05627960,372,Mesothelioma
NCT05627960,373,"Non-small Cell Lung Cancer"
NCT05627960,414,"Solid Tumors"
NCT05628857,323,"Colorectal Cancer"
NCT05628857,324,"Esophageal Cancer"
NCT05628857,325,"Gallbladder Cancer"
NCT05628857,326,"Gastric Cancer"
NCT05628857,328,"Gastrointestinal Cancer"
NCT05628857,331,"Hepatocellular Carcinoma"
NCT05628857,332,"Pancreatic Cancer"
NCT05629585,306,"Breast Cancer"
NCT05629585,307,"Triple-Negative Breast Cancer"
NCT05631262,354,"Nasopharyngeal Carcinoma"
NCT05631262,373,"Non-small Cell Lung Cancer"
NCT05631262,414,"Solid Tumors"
NCT05631964,414,"Solid Tumors"
NCT05633615,376,"B-cell Lymphoma"
NCT05633615,382,"Diffuse Large B-cell Lymphoma"
NCT05633615,383,"Follicular Lymphoma"
NCT05633654,306,"Breast Cancer"
NCT05633654,307,"Triple-Negative Breast Cancer"
NCT05633667,371,"Lung Cancer"
NCT05633667,373,"Non-small Cell Lung Cancer"
NCT05633979,306,"Breast Cancer"
NCT05635487,306,"Breast Cancer"
NCT05636215,414,"Solid Tumors"
NCT05642780,333,"Bladder Cancer"
NCT05642780,337,"Prostate Cancer"
NCT05642780,342,"Cervical Cancer"
NCT05642780,347,"Ovarian Cancer"
NCT05642780,414,"Solid Tumors"
NCT05645718,357,"Acute Lymphocytic Leukemia"
NCT05645718,732,"B-cell Acute Lymphocytic Leukemia"
NCT05647512,392,"Multiple Myeloma"
NCT05650879,306,"Breast Cancer"
NCT05650879,373,"Non-small Cell Lung Cancer"
NCT05652855,317,"Thyroid Cancer"
NCT05652855,323,"Colorectal Cancer"
NCT05652855,324,"Esophageal Cancer"
NCT05652855,331,"Hepatocellular Carcinoma"
NCT05652855,332,"Pancreatic Cancer"
NCT05652855,337,"Prostate Cancer"
NCT05652855,343,"Endometrial Cancer"
NCT05652855,344,"Fallopian tube Cancer"
NCT05652855,347,"Ovarian Cancer"
NCT05652855,348,"Peritoneal Cancer"
NCT05652855,353,"Head and Neck Cancer"
NCT05652855,373,"Non-small Cell Lung Cancer"
NCT05652855,374,"Small Cell Lung Cancer"
NCT05652855,410,Melanoma
NCT05652855,414,"Solid Tumors"
NCT05652868,371,"Lung Cancer"
NCT05652868,373,"Non-small Cell Lung Cancer"
NCT05653752,306,"Breast Cancer"
NCT05653752,373,"Non-small Cell Lung Cancer"
NCT05656235,333,"Bladder Cancer"
NCT05657418,332,"Pancreatic Cancer"
NCT05657418,414,"Solid Tumors"
NCT05658562,376,"B-cell Lymphoma"
NCT05658562,382,"Diffuse Large B-cell Lymphoma"
