nct_id,indication,population
NCT05009966,"Gastric Cancer",Relapsed
NCT05009966,"Gastric Cancer",Unresectable
NCT05009966,"Gastroesophageal Junction",Advanced
NCT05009966,"Gastroesophageal Junction","Locally Advanced"
NCT05009966,"Gastroesophageal Junction",Metastatic
NCT05009966,"Gastroesophageal Junction",Refractory
NCT05009966,"Gastroesophageal Junction",Relapsed
NCT05009966,"Gastroesophageal Junction",Unresectable
NCT05009966,"Non-small Cell Lung Cancer",Advanced
NCT05009966,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05009966,"Non-small Cell Lung Cancer",Metastatic
NCT05009966,"Non-small Cell Lung Cancer",Refractory
NCT05009966,"Non-small Cell Lung Cancer",Relapsed
NCT05009966,"Non-small Cell Lung Cancer",Unresectable
NCT05009966,"Pancreatic Cancer",Advanced
NCT05009966,"Pancreatic Cancer","Locally Advanced"
NCT05009966,"Pancreatic Cancer",Metastatic
NCT05009966,"Pancreatic Cancer",Refractory
NCT05009966,"Pancreatic Cancer",Relapsed
NCT05009966,"Pancreatic Cancer",Unresectable
NCT05009966,"Solid Tumors",Advanced
NCT05009966,"Solid Tumors","Locally Advanced"
NCT05009966,"Solid Tumors",Metastatic
NCT05009966,"Solid Tumors",Refractory
NCT05009966,"Solid Tumors",Relapsed
NCT05009966,"Solid Tumors",Unresectable
NCT05011188,"Bladder Cancer",Metastatic
NCT05011188,"Bladder Cancer","Non-muscle Invasive"
NCT05011188,"Bladder Cancer",Refractory
NCT05011188,"Prostate Cancer","Castration Resistant"
NCT05011188,"Prostate Cancer","Hormone Sensitive"
NCT05011188,"Prostate Cancer",Metastatic
NCT05011188,"Prostate Cancer",Refractory
NCT05011188,"Skin Cancer",Metastatic
NCT05011188,"Skin Cancer",Refractory
NCT05014139,"Bladder Cancer","High Risk"
NCT05014139,"Bladder Cancer","Non-muscle Invasive"
NCT05014139,"Bladder Cancer",Relapsed
NCT05014139,"Bladder Cancer",Resectable
NCT05016947,"Acute Lymphocytic Leukemia",Refractory
NCT05016947,"Acute Lymphocytic Leukemia",Relapsed
NCT05016947,"B-cell Acute Lymphocytic Leukemia",Refractory
NCT05016947,"B-cell Acute Lymphocytic Leukemia",Relapsed
NCT05016947,"Chronic Myeloid Leukemia",Refractory
NCT05016947,"Chronic Myeloid Leukemia",Relapsed
NCT05016947,"Lymphoblastic Lymphoma",Refractory
NCT05016947,"Lymphoblastic Lymphoma",Relapsed
NCT05016973,"Bladder Cancer",Advanced
NCT05016973,"Bladder Cancer","Locally Advanced"
NCT05016973,"Bladder Cancer",Metastatic
NCT05016973,"Bladder Cancer",Muscle-invasive
NCT05016973,"Bladder Cancer",Relapsed
NCT05016973,"Bladder Cancer",Resectable
NCT05018676,"Breast Cancer",Metastatic
NCT05018676,"Breast Cancer",Relapsed
NCT05018676,"Breast Cancer",Unresectable
NCT05018702,"Breast Cancer",Metastatic
NCT05018702,"Breast Cancer",Refractory
NCT05029882,"Colorectal Cancer",Advanced
NCT05029882,"Colorectal Cancer","Locally Advanced"
NCT05029882,"Colorectal Cancer",Metastatic
NCT05029882,"Colorectal Cancer",Refractory
NCT05029882,"Colorectal Cancer",Relapsed
NCT05029882,"Colorectal Cancer",Resectable
NCT05029882,"Gastric Cancer",Advanced
NCT05029882,"Gastric Cancer","Locally Advanced"
NCT05029882,"Gastric Cancer",Metastatic
NCT05029882,"Gastric Cancer",Refractory
NCT05029882,"Gastric Cancer",Relapsed
NCT05029882,"Gastric Cancer",Resectable
NCT05029882,"Lung Cancer",Advanced
NCT05029882,"Lung Cancer","Locally Advanced"
NCT05029882,"Lung Cancer",Metastatic
NCT05029882,"Lung Cancer",Refractory
NCT05029882,"Lung Cancer",Relapsed
NCT05029882,"Lung Cancer",Resectable
NCT05029882,"Non-small Cell Lung Cancer",Advanced
NCT05029882,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05029882,"Non-small Cell Lung Cancer",Metastatic
NCT05029882,"Non-small Cell Lung Cancer","Non Squamous"
NCT05029882,"Non-small Cell Lung Cancer",Refractory
NCT05029882,"Non-small Cell Lung Cancer",Relapsed
NCT05029882,"Non-small Cell Lung Cancer",Resectable
NCT05029882,"Non-small Cell Lung Cancer",Squamous
NCT05029882,"Solid Tumors",Advanced
NCT05029882,"Solid Tumors","Locally Advanced"
NCT05029882,"Solid Tumors",Metastatic
NCT05029882,"Solid Tumors",Refractory
NCT05029882,"Solid Tumors",Relapsed
NCT05029882,"Solid Tumors",Resectable
NCT05039073,"Classical Hodgkin Lymphoma",Refractory
NCT05039073,"Classical Hodgkin Lymphoma",Relapsed
NCT05039073,"Hodgkin Lymphoma",Refractory
NCT05039073,"Hodgkin Lymphoma",Relapsed
NCT05041257,"Fallopian tube Cancer",Refractory
NCT05041257,"Fallopian tube Cancer",Relapsed
NCT05041257,"Fallopian tube Cancer",Resectable
NCT05041257,"Ovarian Cancer",Refractory
NCT05041257,"Ovarian Cancer",Relapsed
NCT05041257,"Ovarian Cancer",Resectable
NCT05041257,"Peritoneal Cancer",Refractory
NCT05041257,"Peritoneal Cancer",Relapsed
NCT05041257,"Peritoneal Cancer",Resectable
NCT05041842,"Breast Cancer",Metastatic
NCT05043987,"Gastric Cancer",Advanced
NCT05043987,"Gastric Cancer",Metastatic
NCT05043987,"Gastric Cancer",Refractory
NCT05043987,"Gastric Cancer",Relapsed
NCT05043987,"Gastroesophageal Junction",Advanced
NCT05043987,"Gastroesophageal Junction",Metastatic
NCT05043987,"Gastroesophageal Junction",Refractory
NCT05043987,"Gastroesophageal Junction",Relapsed
NCT05043987,"Pancreatic Cancer",Advanced
NCT05043987,"Pancreatic Cancer",Metastatic
NCT05043987,"Pancreatic Cancer",Refractory
NCT05043987,"Pancreatic Cancer",Relapsed
NCT05048797,"Non-small Cell Lung Cancer",Advanced
NCT05048797,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05048797,"Non-small Cell Lung Cancer",Metastatic
NCT05048797,"Non-small Cell Lung Cancer","Non Squamous"
NCT05048797,"Non-small Cell Lung Cancer",Platinum-Eligible
NCT05048797,"Non-small Cell Lung Cancer",Unresectable
NCT05053659,"Chronic Lymphocytic Leukemia",Refractory
NCT05053659,"Chronic Lymphocytic Leukemia",Relapsed
NCT05053659,"Mantle Cell Lymphoma",Refractory
NCT05053659,"Mantle Cell Lymphoma",Relapsed
NCT05053659,"Non-Hodgkin Lymphoma",Refractory
NCT05053659,"Non-Hodgkin Lymphoma",Relapsed
NCT05053659,"Small Lymphocytic Lymphoma",Refractory
NCT05053659,"Small Lymphocytic Lymphoma",Relapsed
NCT05055063,"Multiple Myeloma","High Risk"
NCT05055063,"Multiple Myeloma",Smoldering
NCT05060627,"Multiple Myeloma",Refractory
NCT05060627,"Multiple Myeloma",Relapsed
NCT05061550,"Lung Cancer",Resectable
NCT05061550,"Non-small Cell Lung Cancer",Resectable
NCT05064358,"Multiple Myeloma",Refractory
NCT05064358,"Multiple Myeloma",Relapsed
NCT05064358,"Multiple Myeloma","Transplant Ineligible"
NCT05065047,"Multiple Myeloma",Refractory
NCT05065047,"Multiple Myeloma",Relapsed
NCT05065047,"Multiple Myeloma","Transplant Eligible"
NCT05070247,"Breast Cancer","Locally Advanced"
NCT05070247,"Breast Cancer",Metastatic
NCT05070247,"Breast Cancer",Refractory
NCT05070247,"Breast Cancer",Relapsed
NCT05070247,"Esophageal Cancer",Advanced
NCT05070247,"Esophageal Cancer","Locally Advanced"
NCT05070247,"Esophageal Cancer",Metastatic
NCT05070247,"Esophageal Cancer",Refractory
NCT05070247,"Esophageal Cancer",Relapsed
NCT05070247,"Gastric Cancer",Advanced
NCT05070247,"Gastric Cancer","Locally Advanced"
NCT05070247,"Gastric Cancer",Metastatic
NCT05070247,"Gastric Cancer",Refractory
NCT05070247,"Gastric Cancer",Relapsed
NCT05070247,"Gastroesophageal Junction","Locally Advanced"
NCT05070247,"Gastroesophageal Junction",Metastatic
NCT05070247,"Gastroesophageal Junction",Refractory
NCT05070247,"Gastroesophageal Junction",Relapsed
NCT05070247,"Head and Neck Cancer",Advanced
NCT05070247,"Head and Neck Cancer","Locally Advanced"
NCT05070247,"Head and Neck Cancer",Metastatic
NCT05070247,"Head and Neck Cancer",Refractory
NCT05070247,"Head and Neck Cancer",Relapsed
NCT05070247,"Hepatocellular Carcinoma",Advanced
NCT05070247,"Hepatocellular Carcinoma","Locally Advanced"
NCT05070247,"Hepatocellular Carcinoma",Metastatic
NCT05070247,"Hepatocellular Carcinoma",Refractory
NCT05070247,"Hepatocellular Carcinoma",Relapsed
NCT05070247,Mesothelioma,Advanced
NCT05070247,Mesothelioma,"Locally Advanced"
NCT05070247,Mesothelioma,Metastatic
NCT05070247,Mesothelioma,Refractory
NCT05070247,Mesothelioma,Relapsed
NCT05070247,"Nasopharyngeal Carcinoma","Locally Advanced"
NCT05070247,"Nasopharyngeal Carcinoma",Metastatic
NCT05070247,"Nasopharyngeal Carcinoma",Refractory
NCT05070247,"Nasopharyngeal Carcinoma",Relapsed
NCT05070247,"Non-small Cell Lung Cancer",Advanced
NCT05070247,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05070247,"Non-small Cell Lung Cancer",Metastatic
NCT05070247,"Non-small Cell Lung Cancer","Non Squamous"
NCT05070247,"Non-small Cell Lung Cancer",Refractory
NCT05070247,"Non-small Cell Lung Cancer",Relapsed
NCT05070247,"Pancreatic Cancer",Advanced
NCT05070247,"Pancreatic Cancer","Locally Advanced"
NCT05070247,"Pancreatic Cancer",Metastatic
NCT05070247,"Pancreatic Cancer",Refractory
NCT05070247,"Pancreatic Cancer",Relapsed
NCT05070247,"Renal Cell Carcinoma",Advanced
NCT05070247,"Renal Cell Carcinoma",Clear-cell
NCT05070247,"Renal Cell Carcinoma","Locally Advanced"
NCT05070247,"Renal Cell Carcinoma",Metastatic
NCT05070247,"Renal Cell Carcinoma",Refractory
NCT05070247,"Renal Cell Carcinoma",Relapsed
NCT05070247,"Solid Tumors",Advanced
NCT05070247,"Solid Tumors","Locally Advanced"
NCT05070247,"Solid Tumors",Metastatic
NCT05070247,"Solid Tumors",Refractory
NCT05070247,"Solid Tumors",Relapsed
NCT05070247,"Squamous Cell Carcinoma","Locally Advanced"
NCT05070247,"Squamous Cell Carcinoma",Metastatic
NCT05070247,"Squamous Cell Carcinoma",Refractory
NCT05070247,"Squamous Cell Carcinoma",Relapsed
NCT05070247,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05070247,"Triple-Negative Breast Cancer",Metastatic
NCT05070247,"Triple-Negative Breast Cancer",Refractory
NCT05070247,"Triple-Negative Breast Cancer",Relapsed
NCT05071053,"Gastric Cancer",Advanced
NCT05071053,"Gastric Cancer","Locally Advanced"
NCT05071053,"Gastric Cancer",Metastatic
NCT05071053,"Gastric Cancer",Relapsed
NCT05071053,"Gastric Cancer",Unresectable
NCT05071053,"Gastroesophageal Junction",Advanced
NCT05071053,"Gastroesophageal Junction","Locally Advanced"
NCT05071053,"Gastroesophageal Junction",Metastatic
NCT05071053,"Gastroesophageal Junction",Relapsed
NCT05071053,"Gastroesophageal Junction",Unresectable
NCT05089734,"Non-small Cell Lung Cancer",Advanced
NCT05089734,"Non-small Cell Lung Cancer",Metastatic
NCT05089734,"Non-small Cell Lung Cancer",Refractory
NCT05089734,"Squamous Cell Carcinoma",Advanced
NCT05089734,"Squamous Cell Carcinoma",Metastatic
NCT05089734,"Squamous Cell Carcinoma",Refractory
NCT05091372,"Multiple Myeloma","Transplant Eligible"
NCT05097599,"Colorectal Cancer",Advanced
NCT05097599,"Colorectal Cancer",Metastatic
NCT05097599,Melanoma,Advanced
NCT05097599,Melanoma,Metastatic
NCT05097599,"Non-small Cell Lung Cancer",Advanced
NCT05097599,"Non-small Cell Lung Cancer",Metastatic
NCT05097599,"Solid Tumors",Advanced
NCT05097599,"Solid Tumors",Metastatic
NCT05101096,"Bladder Cancer",Advanced
NCT05101096,"Bladder Cancer","Locally Advanced"
NCT05101096,"Bladder Cancer",Metastatic
NCT05101096,"Bladder Cancer",Refractory
NCT05101096,"Bladder Cancer",Relapsed
NCT05101096,"Bladder Cancer",Unresectable
NCT05101096,"Breast Cancer",Advanced
NCT05101096,"Breast Cancer","Locally Advanced"
NCT05101096,"Breast Cancer",Metastatic
NCT05101096,"Breast Cancer",Refractory
NCT05101096,"Breast Cancer",Relapsed
NCT05101096,"Breast Cancer",Unresectable
NCT05101096,"Solid Tumors",Advanced
NCT05101096,"Solid Tumors","Locally Advanced"
NCT05101096,"Solid Tumors",Metastatic
NCT05101096,"Solid Tumors",Refractory
NCT05101096,"Solid Tumors",Relapsed
NCT05101096,"Solid Tumors",Unresectable
NCT05101096,"Triple-Negative Breast Cancer",Advanced
NCT05101096,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05101096,"Triple-Negative Breast Cancer",Metastatic
NCT05101096,"Triple-Negative Breast Cancer",Refractory
NCT05101096,"Triple-Negative Breast Cancer",Relapsed
NCT05101096,"Triple-Negative Breast Cancer",Unresectable
NCT05103683,"Endometrial Cancer",Advanced
NCT05103683,"Non-small Cell Lung Cancer",Advanced
NCT05103683,"Ovarian Cancer",Advanced
NCT05103683,"Solid Tumors",Advanced
NCT05104866,"Breast Cancer",Metastatic
NCT05104866,"Breast Cancer",Refractory
NCT05104866,"Breast Cancer",Unresectable
NCT05113069,"B-cell Lymphoma",Refractory
NCT05113069,"B-cell Lymphoma",Relapsed
NCT05113069,"Non-Hodgkin Lymphoma",Refractory
NCT05113069,"Non-Hodgkin Lymphoma",Relapsed
NCT05113251,"Breast Cancer","High Risk"
NCT05113251,"Breast Cancer",Metastatic
NCT05113251,"Breast Cancer",Non-metastatic
NCT05113459,"Gastric Cancer",Advanced
NCT05113459,"Gastric Cancer","Locally Advanced"
NCT05113459,"Gastric Cancer",Metastatic
NCT05113459,"Gastric Cancer",Relapsed
NCT05113966,"Breast Cancer",Advanced
NCT05113966,"Breast Cancer","Locally Advanced"
NCT05113966,"Breast Cancer",Metastatic
NCT05113966,"Breast Cancer",Refractory
NCT05113966,"Breast Cancer",Relapsed
NCT05113966,"Breast Cancer",Unresectable
NCT05113966,"Triple-Negative Breast Cancer",Advanced
NCT05113966,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05113966,"Triple-Negative Breast Cancer",Metastatic
NCT05113966,"Triple-Negative Breast Cancer",Refractory
NCT05113966,"Triple-Negative Breast Cancer",Relapsed
NCT05113966,"Triple-Negative Breast Cancer",Unresectable
NCT05114759,"Solid Tumors",Advanced
NCT05114759,"Solid Tumors","Locally Advanced"
NCT05114759,"Solid Tumors",Metastatic
NCT05114759,"Solid Tumors",Refractory
NCT05114759,"Solid Tumors",Relapsed
NCT05114759,"Solid Tumors",Unresectable
NCT05115500,"Solid Tumors",Advanced
NCT05115500,"Solid Tumors","Locally Advanced"
NCT05115500,"Solid Tumors",Metastatic
NCT05115500,"Solid Tumors",Refractory
NCT05117008,"Multiple Myeloma",Refractory
NCT05117008,"Multiple Myeloma",Relapsed
NCT05117242,"Lung Cancer",Metastatic
NCT05117242,"Lung Cancer",Refractory
NCT05117242,"Lung Cancer",Relapsed
NCT05117242,"Non-small Cell Lung Cancer",Metastatic
NCT05117242,"Non-small Cell Lung Cancer",Refractory
NCT05117242,"Non-small Cell Lung Cancer",Relapsed
NCT05119907,"Biliary Tract Cancer","Locally Advanced"
NCT05119907,"Biliary Tract Cancer",Metastatic
NCT05119907,"Biliary Tract Cancer",Refractory
NCT05119907,"Biliary Tract Cancer",Relapsed
NCT05119907,"Biliary Tract Cancer",Unresectable
NCT05119907,"Cervical Cancer","Locally Advanced"
NCT05119907,"Cervical Cancer",Metastatic
NCT05119907,"Cervical Cancer",Platinum-Ineligible
NCT05119907,"Cervical Cancer",Refractory
NCT05119907,"Cervical Cancer",Relapsed
NCT05119907,"Cervical Cancer",Unresectable
NCT05119907,"Esophageal Cancer","Locally Advanced"
NCT05119907,"Esophageal Cancer",Metastatic
NCT05119907,"Esophageal Cancer",Platinum-Ineligible
NCT05119907,"Esophageal Cancer",Refractory
NCT05119907,"Esophageal Cancer",Relapsed
NCT05119907,"Esophageal Cancer",Unresectable
NCT05119907,"Gallbladder Cancer","Locally Advanced"
NCT05119907,"Gallbladder Cancer",Metastatic
NCT05119907,"Gallbladder Cancer",Refractory
NCT05119907,"Gallbladder Cancer",Relapsed
NCT05119907,"Gallbladder Cancer",Unresectable
NCT05119907,"Gastric Cancer","Locally Advanced"
NCT05119907,"Gastric Cancer",Metastatic
NCT05119907,"Gastric Cancer",Platinum-Ineligible
NCT05119907,"Gastric Cancer",Refractory
NCT05119907,"Gastric Cancer",Relapsed
NCT05119907,"Gastric Cancer",Unresectable
NCT05119907,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05119907,"Non-small Cell Lung Cancer",Metastatic
NCT05119907,"Non-small Cell Lung Cancer",Refractory
NCT05119907,"Non-small Cell Lung Cancer",Relapsed
NCT05119907,"Non-small Cell Lung Cancer",Unresectable
NCT05119907,"Solid Tumors","Locally Advanced"
NCT05119907,"Solid Tumors",Metastatic
NCT05119907,"Solid Tumors",Platinum-Ineligible
NCT05119907,"Solid Tumors",Refractory
NCT05119907,"Solid Tumors",Relapsed
NCT05119907,"Solid Tumors",Unresectable
NCT05123482,"Biliary Tract Cancer",Advanced
NCT05123482,"Biliary Tract Cancer","Locally Advanced"
NCT05123482,"Biliary Tract Cancer",Metastatic
NCT05123482,"Biliary Tract Cancer",Relapsed
NCT05123482,"Breast Cancer",Advanced
NCT05123482,"Breast Cancer","Locally Advanced"
NCT05123482,"Breast Cancer",Metastatic
NCT05123482,"Breast Cancer",Relapsed
NCT05123482,"Endometrial Cancer",Advanced
NCT05123482,"Endometrial Cancer","Locally Advanced"
NCT05123482,"Endometrial Cancer",Metastatic
NCT05123482,"Endometrial Cancer",Relapsed
NCT05123482,"Ovarian Cancer",Advanced
NCT05123482,"Ovarian Cancer","Locally Advanced"
NCT05123482,"Ovarian Cancer",Metastatic
NCT05123482,"Ovarian Cancer",Relapsed
NCT05123482,"Solid Tumors",Advanced
NCT05123482,"Solid Tumors","Locally Advanced"
NCT05123482,"Solid Tumors",Metastatic
NCT05123482,"Solid Tumors",Relapsed
NCT05123482,"Triple-Negative Breast Cancer",Advanced
NCT05123482,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05123482,"Triple-Negative Breast Cancer",Metastatic
NCT05123482,"Triple-Negative Breast Cancer",Relapsed
NCT05126433,"Biliary Tract Cancer",Advanced
NCT05126433,"Biliary Tract Cancer",Metastatic
NCT05126433,"Biliary Tract Cancer",Unresectable
NCT05126433,"Bladder Cancer",Advanced
NCT05126433,"Bladder Cancer",Metastatic
NCT05126433,"Bladder Cancer",Unresectable
NCT05126433,"Breast Cancer",Advanced
NCT05126433,"Breast Cancer",Metastatic
NCT05126433,"Breast Cancer",Unresectable
NCT05126433,"Endometrial Cancer",Advanced
NCT05126433,"Endometrial Cancer",Metastatic
NCT05126433,"Endometrial Cancer",Unresectable
NCT05126433,"Esophageal Cancer",Advanced
NCT05126433,"Esophageal Cancer",Metastatic
NCT05126433,"Esophageal Cancer",Unresectable
NCT05126433,"Gastric Cancer",Advanced
NCT05126433,"Gastric Cancer",Metastatic
NCT05126433,"Gastric Cancer",Unresectable
NCT05126433,"Neuroendocrine Tumor",Advanced
NCT05126433,"Neuroendocrine Tumor",Metastatic
NCT05126433,"Neuroendocrine Tumor",Unresectable
NCT05126433,"Pancreatic Cancer",Advanced
NCT05126433,"Pancreatic Cancer",Metastatic
NCT05126433,"Pancreatic Cancer",Unresectable
NCT05126433,"Solid Tumors",Advanced
NCT05126433,"Solid Tumors",Metastatic
NCT05126433,"Solid Tumors",Unresectable
NCT05126433,"Triple-Negative Breast Cancer",Advanced
NCT05126433,"Triple-Negative Breast Cancer",Metastatic
NCT05126433,"Triple-Negative Breast Cancer",Unresectable
NCT05126719,"Nasopharyngeal Carcinoma",Metastatic
NCT05126719,"Nasopharyngeal Carcinoma",Platinum-Ineligible
NCT05126719,"Nasopharyngeal Carcinoma",Relapsed
NCT05126719,"Nasopharyngeal Carcinoma",Unresectable
NCT05134519,"Breast Cancer","Locally Advanced"
NCT05134519,"Breast Cancer",Metastatic
NCT05135715,Melanoma,Advanced
NCT05135715,Melanoma,"Locally Advanced"
NCT05135715,Melanoma,Metastatic
NCT05135715,Melanoma,Refractory
NCT05135715,Melanoma,Unresectable
NCT05139017,"Diffuse Large B-cell Lymphoma",Refractory
NCT05139017,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05141747,"Gastric Cancer",Advanced
NCT05141747,"Gastric Cancer","Locally Advanced"
NCT05141747,"Gastric Cancer",Metastatic
NCT05141747,"Gastric Cancer",Platinum-Ineligible
NCT05141747,"Gastroesophageal Junction",Advanced
NCT05141747,"Gastroesophageal Junction","Locally Advanced"
NCT05141747,"Gastroesophageal Junction",Metastatic
NCT05141747,"Gastroesophageal Junction",Platinum-Ineligible
NCT05141786,"Lung Cancer",Advanced
NCT05141786,"Lung Cancer","Locally Advanced"
NCT05141786,"Lung Cancer",Metastatic
NCT05141786,"Lung Cancer",Unresectable
NCT05141786,"Non-small Cell Lung Cancer",Advanced
NCT05141786,"Non-small Cell Lung Cancer","Locally Advanced"
NCT05141786,"Non-small Cell Lung Cancer",Metastatic
NCT05141786,"Non-small Cell Lung Cancer",Unresectable
NCT05143229,"Breast Cancer",Advanced
NCT05143229,"Breast Cancer","Locally Advanced"
NCT05143229,"Breast Cancer",Metastatic
NCT05143229,"Breast Cancer",Relapsed
NCT05143229,"Triple-Negative Breast Cancer",Advanced
NCT05143229,"Triple-Negative Breast Cancer","Locally Advanced"
NCT05143229,"Triple-Negative Breast Cancer",Metastatic
NCT05143229,"Triple-Negative Breast Cancer",Relapsed
NCT05144009,"B-cell Lymphoma","High Grade"
NCT05144841,"Diffuse Large B-cell Lymphoma",Refractory
NCT05144841,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05150691,"Biliary Tract Cancer",Advanced
NCT05150691,"Biliary Tract Cancer",Metastatic
NCT05150691,"Biliary Tract Cancer",Refractory
NCT05150691,"Biliary Tract Cancer",Relapsed
NCT05150691,"Biliary Tract Cancer",Unresectable
NCT05150691,"Breast Cancer",Advanced
NCT05150691,"Breast Cancer",Metastatic
NCT05150691,"Breast Cancer",Refractory
NCT05150691,"Breast Cancer",Relapsed
NCT05150691,"Breast Cancer",Unresectable
NCT05150691,"Endometrial Cancer",Advanced
NCT05150691,"Endometrial Cancer",Metastatic
NCT05150691,"Endometrial Cancer",Refractory
NCT05150691,"Endometrial Cancer",Relapsed
NCT05150691,"Endometrial Cancer",Unresectable
NCT05150691,"Gastric Cancer",Advanced
NCT05150691,"Gastric Cancer",Metastatic
NCT05150691,"Gastric Cancer",Refractory
NCT05150691,"Gastric Cancer",Relapsed
NCT05150691,"Gastric Cancer",Unresectable
NCT05150691,"Gastroesophageal Junction",Advanced
NCT05150691,"Gastroesophageal Junction",Metastatic
NCT05150691,"Gastroesophageal Junction",Refractory
NCT05150691,"Gastroesophageal Junction",Relapsed
NCT05150691,"Gastroesophageal Junction",Unresectable
NCT05150691,"Gastrointestinal Cancer",Advanced
NCT05150691,"Gastrointestinal Cancer",Metastatic
NCT05150691,"Gastrointestinal Cancer",Refractory
NCT05150691,"Gastrointestinal Cancer",Relapsed
NCT05150691,"Gastrointestinal Cancer",Unresectable
NCT05150691,"Hepatocellular Carcinoma",Advanced
NCT05150691,"Hepatocellular Carcinoma",Metastatic
NCT05150691,"Hepatocellular Carcinoma",Refractory
NCT05150691,"Hepatocellular Carcinoma",Relapsed
NCT05150691,"Hepatocellular Carcinoma",Unresectable
NCT05150691,"Non-small Cell Lung Cancer",Advanced
NCT05150691,"Non-small Cell Lung Cancer",Metastatic
NCT05150691,"Non-small Cell Lung Cancer",Refractory
NCT05150691,"Non-small Cell Lung Cancer",Relapsed
NCT05150691,"Non-small Cell Lung Cancer",Unresectable
NCT05150691,"Solid Tumors",Advanced
NCT05150691,"Solid Tumors",Metastatic
NCT05150691,"Solid Tumors",Refractory
NCT05150691,"Solid Tumors",Relapsed
NCT05150691,"Solid Tumors",Unresectable
NCT05154604,"Solid Tumors",Advanced
NCT05154604,"Solid Tumors",Metastatic
NCT05155839,"Non-Hodgkin Lymphoma",Refractory
NCT05155839,"Non-Hodgkin Lymphoma",Relapsed
NCT05156866,"Gastric Cancer",Advanced
NCT05156866,"Pancreatic Cancer",Advanced
NCT05156866,"Solid Tumors",Advanced
NCT05161390,"Solid Tumors",Advanced
NCT05169658,"Follicular Lymphoma","Grade 1"
NCT05169658,"Follicular Lymphoma","Grade 2"
NCT05169658,"Follicular Lymphoma","Grade 3a"
NCT05169658,"Follicular Lymphoma",Refractory
NCT05169658,"Follicular Lymphoma",Relapsed
NCT05169658,"Marginal Zone Lymphoma","Extranodal MZL"
NCT05169658,"Marginal Zone Lymphoma","Nodal MZL"
NCT05169658,"Marginal Zone Lymphoma",Refractory
NCT05169658,"Marginal Zone Lymphoma",Relapsed
NCT05169658,"Non-Hodgkin Lymphoma",Refractory
NCT05169658,"Non-Hodgkin Lymphoma",Relapsed
NCT05171647,"B-cell Lymphoma",Refractory
NCT05171647,"B-cell Lymphoma",Relapsed
NCT05171647,"Diffuse Large B-cell Lymphoma",Refractory
NCT05171647,"Diffuse Large B-cell Lymphoma",Relapsed
NCT05171647,"Follicular Lymphoma","Grade 3b"
NCT05171647,"Follicular Lymphoma",Refractory
NCT05171647,"Follicular Lymphoma",Relapsed
NCT05171647,"Non-Hodgkin Lymphoma",Refractory
NCT05171647,"Non-Hodgkin Lymphoma",Relapsed
NCT05174637,"Bladder Cancer",Advanced
NCT05174637,"Bladder Cancer",Metastatic
NCT05174637,"Bladder Cancer",Relapsed
NCT05174637,"Colorectal Cancer",Advanced
NCT05174637,"Colorectal Cancer",Metastatic
NCT05174637,"Colorectal Cancer",Relapsed
NCT05174637,"Endometrial Cancer",Advanced
NCT05174637,"Endometrial Cancer",Metastatic
NCT05174637,"Endometrial Cancer",Relapsed
NCT05174637,"Esophageal Cancer",Advanced
NCT05174637,"Esophageal Cancer",Metastatic
NCT05174637,"Esophageal Cancer",Relapsed
NCT05174637,"Gastric Cancer",Advanced
NCT05174637,"Gastric Cancer",Metastatic
NCT05174637,"Gastric Cancer",Relapsed
NCT05174637,"Lung Cancer",Advanced
NCT05174637,"Lung Cancer",Metastatic
NCT05174637,"Lung Cancer",Relapsed
NCT05174637,"Non-small Cell Lung Cancer",Advanced
NCT05174637,"Non-small Cell Lung Cancer",Metastatic
NCT05174637,"Non-small Cell Lung Cancer",Relapsed
NCT05174637,"Ovarian Cancer",Advanced
NCT05174637,"Ovarian Cancer",Metastatic
NCT05174637,"Ovarian Cancer",Relapsed
NCT05174637,"Small Cell Lung Cancer",Advanced
NCT05174637,"Small Cell Lung Cancer",Metastatic
NCT05174637,"Small Cell Lung Cancer",Relapsed
NCT05174637,"Solid Tumors",Advanced
NCT05174637,"Solid Tumors",Metastatic
NCT05174637,"Solid Tumors",Relapsed
NCT05174637,"Triple-Negative Breast Cancer",Advanced
NCT05174637,"Triple-Negative Breast Cancer",Metastatic
NCT05174637,"Triple-Negative Breast Cancer",Relapsed
NCT05180097,"Classical Hodgkin Lymphoma",Refractory
NCT05180097,"Classical Hodgkin Lymphoma",Relapsed
NCT05180097,"Hodgkin Lymphoma",Refractory
NCT05180097,"Hodgkin Lymphoma",Relapsed
NCT05182866,"Cutaneous Squamous Cell Carcinoma",Loco-regional
NCT05182866,"Cutaneous Squamous Cell Carcinoma",Relapsed
NCT05182866,"Cutaneous Squamous Cell Carcinoma",Resectable
NCT05182866,"Head and Neck Cancer",Loco-regional
NCT05182866,"Head and Neck Cancer",Relapsed
