nct_id,drug_id,drug,drug_candidate,drug_alias,target,target_description,modality,modality_description,therapy_class,therapy_class_description,company,drug_payload,drug_payload_moa
NCT05115500,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05115500,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05117008,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT05117242,77093,α4-1BB,Pipeline,"Anti-4-1BB antibody|α4-1BB",4-1BB,"Cluster of Differentiation-137",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.",Immuno-oncology,NULL,"Mendus AB",NULL,NULL
NCT05119907,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05123482,51551,AZD8205,Pipeline,"AZD 8205|AZD-8205",B7-H4,"B7 Homolog 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AstraZeneca,AZ14170133,"DNA damaging agent"
NCT05126433,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Astellas,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05126433,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05126433,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05126719,49520,MRG003,Pipeline,"MRG 003|MRG003",EGFR,"Epidermal Growth Factor Receptor",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Shanghai Miracogen","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05134519,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT05134519,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05134519,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05135715,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05135715,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05139017,40286,"Zilovertamab vedotin",Pipeline,"anti-ROR1 ADC VLS-101|anti-ROR1 antibody-drug conjugate VLS-101|MK-2140|VLS-101|VLS-101 Schedule 1|VLS-101 Schedule 2|VLS-101 Schedule 3|Zilovertamab vedotin",ROR1,"RAR-related orphan receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Merck,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05141747,40379,MRG002,Pipeline,"MRG 002|MRG002",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Shanghai Miracogen","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05141786,40379,MRG002,Pipeline,"MRG 002|MRG002",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Shanghai Miracogen","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05143229,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05144009,39979,"loncastuximab tesirine",Pipeline,"ADCT-402|Lonca|Lonca-T|loncastuximab tesirine|MT-2111|Zynlonta",CD19,"Cluster of Differentiation-19",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"ADC Therapeutics",Pyrrolobenzodiazepine,"DNA damaging agent"
NCT05144841,40286,"Zilovertamab vedotin",Pipeline,"anti-ROR1 ADC VLS-101|anti-ROR1 antibody-drug conjugate VLS-101|MK-2140|VLS-101|VLS-101 Schedule 1|VLS-101 Schedule 2|VLS-101 Schedule 3|Zilovertamab vedotin",ROR1,"RAR-related orphan receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Merck,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05150691,51664,DB-1303,Pipeline,DB-1303,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,BionTech,P1003,"DNA damaging agent"
NCT05150691,51664,DB-1303,Pipeline,DB-1303,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Duality Biologics",P1003,"DNA damaging agent"
NCT05154604,51668,SHR-A1921,Pipeline,SHR-1921|SHR-A1921,TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Atridia,"Undisclosed Payload - DNA topoisomerase I inhibitor","DNA damaging agent"
NCT05154604,51668,SHR-A1921,Pipeline,SHR-1921|SHR-A1921,TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Suzhou Suncadia Biopharmaceuticals","Undisclosed Payload - DNA topoisomerase I inhibitor","DNA damaging agent"
NCT05155839,51670,MRG001,Pipeline,"MRG 001|MRG001",CD20,"Cluster of Differentiation-20",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Shanghai Miracogen","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05156866,75824,TORL-2-307-ADC,Pipeline,TORL-2-307-ADC,CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"TORL Biotherapeutics","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05161390,50819,LM-302,Pipeline,"BMS-986476|LM 302|LM-302|TPX-4589",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,BMS,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05161390,50819,LM-302,Pipeline,"BMS-986476|LM 302|LM-302|TPX-4589",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"LaNova Medicines Limited","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05169658,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05171647,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05174637,51902,FDA018,Pipeline,FDA018,TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Shanghai Fudan-Zhangjiang","Yet to be disclosed",NULL
NCT05180097,37766,"brentuximab vedotin",Pipeline,"Adcetris|brentuximab vedotin|cAC10-vcMMAE|SGN-035|SGN-35",CD30,"Cluster of Differentiation-30",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05180097,37766,"brentuximab vedotin",Pipeline,"Adcetris|brentuximab vedotin|cAC10-vcMMAE|SGN-035|SGN-35",CD30,"Cluster of Differentiation-30",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Takeda,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05182866,38096,"cetuximab sarotalocan",Pipeline,"ASP-1929|cetuximab sarotalocan|RM-1929",EGFR,"Epidermal Growth Factor Receptor",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Rakuten Medical",IR700,"Tubulin inhibitor"
NCT05183035,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT05186974,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT05188209,49520,MRG003,Pipeline,"MRG 003|MRG003",EGFR,"Epidermal Growth Factor Receptor",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Shanghai Miracogen","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05188664,50819,LM-302,Pipeline,"BMS-986476|LM 302|LM-302|TPX-4589",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,BMS,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05188664,50819,LM-302,Pipeline,"BMS-986476|LM 302|LM-302|TPX-4589",CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"LaNova Medicines Limited","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05190705,39979,"loncastuximab tesirine",Pipeline,"ADCT-402|Lonca|Lonca-T|loncastuximab tesirine|MT-2111|Zynlonta",CD19,"Cluster of Differentiation-19",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"ADC Therapeutics",Pyrrolobenzodiazepine,"DNA damaging agent"
NCT05194072,51932,SGN-B7H4V,Pipeline,SGN-B7H4V,B7-H4,"B7 Homolog 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05199051,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT05200364,41780,"luveltamab tazevibulin",Pipeline,"Luvelta|Luveltamab Tazevibulin|STRO-002",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Sutro Biopharma","SC 209","Tubulin inhibitor"
NCT05205850,50206,RC118,Pipeline,RC118|YH005,CLDN18.2,"Claudin-18 isoform 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05208307,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT05208762,51956,SGN-PDL1V,Pipeline,"SGN-PDL1V|SGNPDL 1V",PD-L1,"Programmed Death-Ligand 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05208762,51956,SGN-PDL1V,Pipeline,"SGN-PDL1V|SGNPDL 1V",PD-L1,"Programmed Death-Ligand 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Immuno-oncology - CPI","Checkpoint Inhibitors",Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT05215340,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AstraZeneca,"MAAA 1181a","DNA damaging agent"
NCT05215340,38426,"datopotamab deruxtecan",Pipeline,"Dato-DXd|datopotamab deruxtecan|DS-1062|DS-1062a",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Daiichi Sankyo","MAAA 1181a","DNA damaging agent"
NCT05216965,51979,9MW2821,Pipeline,9MW-2821|9MW2821,Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Mabwell (Shanghai) Bioscience","Monomethyl Auristatin E","Tubulin inhibitor"
NCT05217693,51977,BB-1705,Pipeline,BB-1705,EGFR,"Epidermal Growth Factor Receptor",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Bliss Biopharmaceutical",Eribulin,"Tubulin inhibitor"
NCT05222438,39979,"loncastuximab tesirine",Pipeline,"ADCT-402|Lonca|Lonca-T|loncastuximab tesirine|MT-2111|Zynlonta",CD19,"Cluster of Differentiation-19",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"ADC Therapeutics",Pyrrolobenzodiazepine,"DNA damaging agent"
NCT05226117,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
